ID,disableParam_NT,disableParamReserve1,disableParamReserve2,refId_default,sfxVariationId,weight,basicPrice,sellValue,behaviorId,replaceItemId,sortId,appearanceReplaceItemId,yesNoDialogMessageId,useEnableSpEffectType,potGroupId,pad,iconId,modelId,shopLv,compTrophySedId,trophySeqId,maxNum,consumeHeroPoint,overDexterity,goodsType,refCategory,spEffectCategory,pad3,goodsUseAnim,opmeMenuType,useLimitCategory,replaceCategory,reserve4,enable_live,enable_gray,enable_white,enable_black,enable_multi,disable_offline,isEquip,isConsume,isAutoEquip,isEstablishment,isOnlyOne,isDiscard,isDeposit,isDisableHand,isRemoveItem_forGameClear,isSuppleItem,isFullSuppleItem,isEnhance,isFixItem,disableMultiDropShare,disableUseAtColiseum,disableUseAtOutOfColiseum,isEnableFastUseItem,isApplySpecialEffect,syncNumVaryId,refId_1,refVirtualWepId,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,castSfxId,fireSfxId,effectSfxId,enable_ActiveBigRune,isBonfireWarpItem,enable_Ladder,isUseMultiPlayPreparation,canMultiUse,isShieldEnchant,isWarpProhibited,isUseMultiPenaltyOnly,suppleType,autoReplenishType,isDrop,showLogCondType,isSummonHorse,showDialogCondType,isSleepCollectionItem,enableRiding,disableRiding,maxRepositoryNum,sortGroupId,isUseNoAttackRegion,pad1,saleValue,rarity,useLimitSummonBuddy,useLimitSpEffectType,aiUseJudgeId,consumeMP,consumeHP,reinforceGoodsId,reinforceMaterialId,reinforcePrice,useLevel_vowType0,useLevel_vowType1,useLevel_vowType2,useLevel_vowType3,useLevel_vowType4,useLevel_vowType5,useLevel_vowType6,useLevel_vowType7,useLevel_vowType8,useLevel_vowType9,useLevel_vowType10,useLevel_vowType11,useLevel_vowType12,useLevel_vowType13,useLevel_vowType14,useLevel_vowType15,useLevel,reserve5,itemGetTutorialFlagId,reserve3
812,1,0,System.Byte[],10081200,1,0,0,10,0,-1,7020,-1,-1,0,-1,System.Byte[],608,0,-1,-1,-1,30,0,50,0,1,0,System.Byte[],56,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,1,600,80,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
820,1,0,System.Byte[],500820,12,0,0,50,0,-1,1240,-1,-1,0,-1,System.Byte[],638,0,-1,-1,-1,99,0,50,0,2,0,System.Byte[],26,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301350,-1,-1,1,0,1,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,20,1,0,0,0,0,0,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
830,1,0,System.Byte[],500830,12,0,0,50,0,-1,1230,-1,-1,0,-1,System.Byte[],639,0,-1,-1,-1,99,0,50,0,2,0,System.Byte[],26,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301360,-1,-1,1,0,1,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,20,1,0,0,0,0,0,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
900,0,0,System.Byte[],3060,12,0,0,100,0,-1,1000,-1,-1,0,-1,System.Byte[],43,0,-1,-1,-1,99,0,50,0,2,0,System.Byte[],0,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,301033,-1,1,0,1,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,20,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
910,0,0,System.Byte[],3050,11,0,0,100,0,-1,1020,-1,-1,0,-1,System.Byte[],44,0,-1,-1,-1,99,0,50,0,2,0,System.Byte[],0,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,301031,-1,1,0,1,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,20,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
920,1,0,System.Byte[],3092,12,0,0,100,0,-1,1030,-1,-1,0,-1,System.Byte[],45,0,-1,-1,-1,99,0,50,0,2,0,System.Byte[],0,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,301039,-1,1,0,1,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,20,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
930,1,0,System.Byte[],3055,12,0,0,100,0,-1,1040,-1,-1,0,-1,System.Byte[],46,0,-1,-1,-1,99,0,50,0,2,0,System.Byte[],0,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,301037,-1,1,0,1,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,20,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
940,1,0,System.Byte[],3070,13,0,0,200,0,-1,1010,-1,-1,0,-1,System.Byte[],47,0,-1,-1,-1,99,0,50,0,2,0,System.Byte[],0,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,301035,-1,1,0,1,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,20,1,0,0,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
950,1,0,System.Byte[],3090,15,0,0,200,0,-1,1060,-1,-1,0,-1,System.Byte[],950,0,-1,-1,-1,99,0,50,0,2,0,System.Byte[],0,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,301041,-1,1,0,1,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,20,1,0,0,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
960,1,0,System.Byte[],3065,12,0,0,200,0,-1,1050,-1,-1,0,-1,System.Byte[],49,0,-1,-1,-1,99,0,50,0,2,0,System.Byte[],0,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,301043,-1,1,0,1,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,20,1,0,0,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1000,0,0,System.Byte[],-1,1,0,0,-1,0,1001,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1001,0,0,System.Byte[],501000,1,0,0,-1,0,1000,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1002,0,0,System.Byte[],-1,1,0,0,-1,0,1003,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1003,0,0,System.Byte[],501001,1,0,0,-1,0,1002,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1004,0,0,System.Byte[],-1,1,0,0,-1,0,1005,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1005,0,0,System.Byte[],501002,1,0,0,-1,0,1004,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1006,0,0,System.Byte[],-1,1,0,0,-1,0,1007,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1007,0,0,System.Byte[],501003,1,0,0,-1,0,1006,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1008,0,0,System.Byte[],-1,1,0,0,-1,0,1009,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1009,0,0,System.Byte[],501004,1,0,0,-1,0,1008,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1010,0,0,System.Byte[],-1,1,0,0,-1,0,1011,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1011,0,0,System.Byte[],501005,1,0,0,-1,0,1010,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1012,0,0,System.Byte[],-1,1,0,0,-1,0,1013,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1013,0,0,System.Byte[],501006,1,0,0,-1,0,1012,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1014,0,0,System.Byte[],-1,1,0,0,-1,0,1015,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1015,0,0,System.Byte[],501007,1,0,0,-1,0,1014,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1016,0,0,System.Byte[],-1,1,0,0,-1,0,1017,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1017,0,0,System.Byte[],501008,1,0,0,-1,0,1016,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1018,0,0,System.Byte[],-1,1,0,0,-1,0,1019,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1019,0,0,System.Byte[],501009,1,0,0,-1,0,1018,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1020,0,0,System.Byte[],-1,1,0,0,-1,0,1021,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1021,0,0,System.Byte[],501010,1,0,0,-1,0,1020,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1022,0,0,System.Byte[],-1,1,0,0,-1,0,1023,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1023,0,0,System.Byte[],501011,1,0,0,-1,0,1022,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1024,0,0,System.Byte[],-1,1,0,0,-1,0,1025,0,-1,-1,0,-1,System.Byte[],15,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,301001,-1,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1025,0,0,System.Byte[],501012,1,0,0,-1,0,1024,0,-1,-1,0,-1,System.Byte[],16,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],10,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,-1,-1,301000,-1,301002,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1050,0,0,System.Byte[],-1,1,0,0,-1,0,1051,100,-1,-1,0,-1,System.Byte[],19,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,301051,-1,-1,1,0,1,1,0,0,0,0,2,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1051,0,0,System.Byte[],501050,1,0,0,-1,0,1050,100,-1,-1,0,-1,System.Byte[],20,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],19,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,-1,-1,-1,-1,-1,301050,-1,301052,1,0,1,1,0,0,0,0,2,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1052,0,0,System.Byte[],-1,1,0,0,-1,0,1053,100,-1,-1,0,-1,System.Byte[],19,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,301051,-1,-1,1,0,1,1,0,0,0,0,2,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1053,0,0,System.Byte[],501051,1,0,0,-1,0,1052,100,-1,-1,0,-1,System.Byte[],20,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],19,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,-1,-1,-1,-1,-1,301050,-1,301052,1,0,1,1,0,0,0,0,2,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1054,0,0,System.Byte[],-1,1,0,0,-1,0,1055,100,-1,-1,0,-1,System.Byte[],19,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,301051,-1,-1,1,0,1,1,0,0,0,0,2,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1055,0,0,System.Byte[],501052,1,0,0,-1,0,1054,100,-1,-1,0,-1,System.Byte[],20,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],19,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,-1,-1,-1,-1,-1,301050,-1,301052,1,0,1,1,0,0,0,0,2,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1056,0,0,System.Byte[],-1,1,0,0,-1,0,1057,100,-1,-1,0,-1,System.Byte[],19,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,301051,-1,-1,1,0,1,1,0,0,0,0,2,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1057,0,0,System.Byte[],501053,1,0,0,-1,0,1056,100,-1,-1,0,-1,System.Byte[],20,0,-1,-1,-1,20,0,50,0,2,0,System.Byte[],19,0,0,0,System.Byte[],1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,-1,-1,-1,-1,-1,301050,-1,301052,1,0,1,1,0,0,0,0,2,0,0,1,0,2,0,1,0,20,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
1058,0,0,System.Byte[],-1,1,0,0,-1,0,1059,100,-1,-1,0,-1,System.Byte[],19,0,-1,-1,-1,1,0,50,0,0,0,System.Byte[],254,0,0,0,System.Byte[],1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,301051,-1,-1,1,0,1,1,0,0,0,0,2,0,0,1,0,2,0,1,0,1,10,1,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,System.Byte[]
