ID,disableParam_NT,disableParamReserve1,disableParamReserve2,msgId,voiceId,spEffectId0,motionId0,spEffectId1,motionId1,returnPos,reactionId,eventId,msgId_female,voiceId_female,lipSyncStart,lipSyncTime,pad2,timeout,talkAnimationId,isForceDisp,pad3,pad1
20501001,0,0,System.Byte[],205010010,205010010,-1,-1,-1,-1,0,-1,-1,205010010,205010010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20501101,0,0,System.Byte[],205011010,205011010,-1,-1,-1,-1,0,-1,-1,205011010,205011010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20501201,0,0,System.Byte[],205012010,205012010,-1,-1,-1,-1,0,-1,-1,205012010,205012010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20501301,0,0,System.Byte[],205013010,205013010,-1,-1,-1,-1,0,-1,-1,205013010,205013010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20501401,0,0,System.Byte[],205014010,205014010,-1,-1,-1,-1,0,-1,-1,205014010,205014010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20501501,0,0,System.Byte[],205015010,205015010,-1,-1,-1,-1,0,-1,-1,205015010,205015010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20501601,0,0,System.Byte[],205016010,205016010,-1,-1,-1,-1,0,-1,-1,205016010,205016010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20501701,0,0,System.Byte[],205017010,205017010,-1,-1,-1,-1,0,-1,-1,205017010,205017010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20501801,0,0,System.Byte[],205018010,205018010,-1,-1,-1,-1,0,-1,-1,205018010,205018010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20501901,0,0,System.Byte[],205019010,205019010,-1,-1,-1,-1,0,-1,-1,205019010,205019010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20502001,0,0,System.Byte[],205020010,205020010,-1,-1,-1,-1,0,-1,-1,205020010,205020010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20502101,0,0,System.Byte[],205021010,205021010,-1,-1,-1,-1,0,-1,-1,205021010,205021010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20502201,0,0,System.Byte[],205022010,205022010,-1,-1,-1,-1,0,-1,-1,205022010,205022010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20502301,0,0,System.Byte[],205023010,205023010,-1,-1,-1,-1,0,-1,-1,205023010,205023010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20502401,0,0,System.Byte[],205024010,205024010,-1,-1,-1,-1,0,-1,-1,205024010,205024010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20502501,0,0,System.Byte[],205025010,205025010,-1,-1,-1,-1,0,-1,-1,205025010,205025010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20502901,0,0,System.Byte[],205029010,205029010,-1,-1,-1,-1,0,-1,-1,205029010,205029010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20503001,0,0,System.Byte[],205030010,205030010,-1,-1,-1,-1,0,-1,-1,205030010,205030010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20503101,0,0,System.Byte[],205031010,205031010,-1,-1,-1,-1,0,-1,-1,205031010,205031010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20503201,0,0,System.Byte[],205032010,205032010,-1,-1,-1,-1,0,-1,-1,205032010,205032010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20503301,0,0,System.Byte[],205033010,205033010,-1,-1,-1,-1,0,-1,-1,205033010,205033010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20503401,0,0,System.Byte[],205034010,205034010,-1,-1,-1,-1,0,-1,-1,205034010,205034010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20503501,0,0,System.Byte[],205035010,205035010,-1,-1,-1,-1,0,-1,-1,205035010,205035010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20503601,0,0,System.Byte[],205036010,205036010,-1,-1,-1,-1,0,-1,-1,205036010,205036010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20503701,0,0,System.Byte[],205037010,205037010,-1,-1,-1,-1,0,-1,-1,205037010,205037010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20503801,0,0,System.Byte[],205038010,205038010,-1,-1,-1,-1,0,-1,-1,205038010,205038010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20503901,0,0,System.Byte[],205039010,205039010,-1,-1,-1,-1,0,-1,-1,205039010,205039010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20504001,0,0,System.Byte[],205040010,205040010,-1,-1,-1,-1,0,-1,-1,205040010,205040010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20504101,0,0,System.Byte[],205041010,205041010,-1,-1,-1,-1,0,-1,-1,205041010,205041010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20504201,0,0,System.Byte[],205042010,205042010,-1,-1,-1,-1,0,-1,-1,205042010,205042010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20504601,0,0,System.Byte[],205046010,205046010,-1,-1,-1,-1,0,-1,-1,205046010,205046010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20504701,0,0,System.Byte[],205047010,205047010,-1,-1,-1,-1,0,-1,-1,205047010,205047010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20505001,0,0,System.Byte[],205050010,205050010,-1,-1,-1,-1,0,-1,-1,205050010,205050010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20505101,0,0,System.Byte[],205051010,205051010,-1,-1,-1,-1,0,-1,-1,205051010,205051010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20505201,0,0,System.Byte[],205052010,205052010,-1,-1,-1,-1,0,-1,-1,205052010,205052010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20505301,0,0,System.Byte[],205053010,205053010,-1,-1,-1,-1,0,-1,-1,205053010,205053010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20505401,0,0,System.Byte[],205054010,205054010,-1,-1,-1,-1,0,-1,-1,205054010,205054010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20680000,0,0,System.Byte[],206800000,206800000,-1,-1,-1,-1,0,-1,-1,206800000,206800000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20680001,0,0,System.Byte[],206800010,206800010,-1,-1,-1,-1,0,-1,-1,206800010,206800010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20680100,0,0,System.Byte[],206801000,206801000,-1,-1,-1,-1,0,-1,-1,206801000,206801000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20680101,0,0,System.Byte[],206801010,206801010,-1,-1,-1,-1,0,-1,-1,206801010,206801010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20680200,0,0,System.Byte[],206802000,206802000,-1,-1,-1,-1,0,-1,-1,206802000,206802000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20680300,0,0,System.Byte[],206803000,206803000,-1,-1,-1,-1,0,-1,-1,206803000,206803000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20680301,0,0,System.Byte[],206803010,206803010,-1,-1,-1,-1,0,-1,-1,206803010,206803010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20680400,0,0,System.Byte[],206804000,206804000,-1,-1,-1,-1,0,-1,-1,206804000,206804000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20680401,0,0,System.Byte[],206804010,206804010,-1,-1,-1,-1,0,-1,-1,206804010,206804010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20680402,0,0,System.Byte[],206804020,206804020,-1,-1,-1,-1,0,-1,-1,206804020,206804020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20700000,0,0,System.Byte[],207000000,207000000,-1,-1,-1,-1,0,-1,-1,207000000,207000000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701100,0,0,System.Byte[],207011000,207011000,-1,-1,-1,-1,0,-1,-1,207011000,207011000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701101,0,0,System.Byte[],207011010,207011010,-1,-1,-1,-1,0,-1,-1,207011010,207011010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701200,0,0,System.Byte[],207012000,207012000,-1,-1,-1,-1,0,-1,-1,207012000,207012000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701201,0,0,System.Byte[],207012010,207012010,-1,-1,-1,-1,0,-1,-1,207012010,207012010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701300,0,0,System.Byte[],207013000,207013000,-1,-1,-1,-1,0,-1,-1,207013000,207013000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701301,0,0,System.Byte[],207013010,207013010,-1,-1,-1,-1,0,-1,-1,207013010,207013010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701302,0,0,System.Byte[],207013020,207013020,-1,-1,-1,-1,0,-1,-1,207013020,207013020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701400,0,0,System.Byte[],207014000,207014000,-1,-1,-1,-1,0,-1,-1,207014000,207014000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701410,0,0,System.Byte[],207014100,207014100,-1,-1,-1,-1,0,-1,-1,207014100,207014100,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701420,0,0,System.Byte[],207014200,207014200,-1,-1,-1,-1,0,-1,-1,207014200,207014200,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701430,0,0,System.Byte[],207014300,207014300,-1,-1,-1,-1,0,-1,-1,207014300,207014300,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701440,0,0,System.Byte[],207014400,207014400,-1,-1,-1,-1,0,-1,-1,207014400,207014400,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701450,0,0,System.Byte[],207014500,207014500,-1,-1,-1,-1,0,-1,-1,207014500,207014500,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701500,0,0,System.Byte[],207015000,207015000,-1,-1,-1,-1,0,-1,-1,207015000,207015000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701510,0,0,System.Byte[],207015100,207015100,-1,-1,-1,-1,0,-1,-1,207015100,207015100,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701520,0,0,System.Byte[],207015200,207015200,-1,-1,-1,-1,0,-1,-1,207015200,207015200,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20701530,0,0,System.Byte[],207015300,207015300,-1,-1,-1,-1,0,-1,-1,207015300,207015300,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20780000,0,0,System.Byte[],207800000,207800000,-1,-1,-1,-1,0,-1,-1,207800000,207800000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20780001,0,0,System.Byte[],207800010,207800010,-1,-1,-1,-1,0,-1,-1,207800010,207800010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20780100,0,0,System.Byte[],207801000,207801000,-1,-1,-1,-1,0,-1,-1,207801000,207801000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20780101,0,0,System.Byte[],207801020,207801020,-1,-1,-1,-1,0,-1,-1,207801020,207801020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20780200,0,0,System.Byte[],207802000,207802000,-1,-1,-1,-1,0,-1,-1,207802000,207802000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20780201,0,0,System.Byte[],207802020,207802020,-1,-1,-1,-1,0,-1,-1,207802020,207802020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20780202,0,0,System.Byte[],207802030,207802030,-1,-1,-1,-1,0,-1,-1,207802030,207802030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20780203,0,0,System.Byte[],207802040,207802040,-1,-1,-1,-1,0,-1,-1,207802040,207802040,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990000,0,0,System.Byte[],209900030,209900030,-1,-1,-1,-1,0,-1,-1,209900030,209900030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990002,0,0,System.Byte[],209900040,209900040,-1,-1,-1,-1,0,-1,-1,209900040,209900040,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990004,0,0,System.Byte[],209900050,209900050,-1,-1,-1,-1,0,-1,-1,209900050,209900050,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990006,0,0,System.Byte[],209900060,209900060,-1,-1,-1,-1,0,-1,-1,209900060,209900060,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990008,0,0,System.Byte[],209900070,209900070,-1,-1,-1,-1,0,-1,-1,209900070,209900070,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990010,0,0,System.Byte[],209900080,209900080,-1,-1,-1,-1,0,-1,-1,209900080,209900080,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990300,0,0,System.Byte[],209903000,209903000,-1,-1,-1,-1,0,-1,-1,209903000,209903000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990301,0,0,System.Byte[],209903010,209903010,-1,-1,-1,-1,0,-1,-1,209903010,209903010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990400,0,0,System.Byte[],209904000,209904000,-1,-1,-1,-1,0,-1,-1,209904000,209904000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990401,0,0,System.Byte[],209904010,209904010,-1,-1,-1,-1,0,-1,-1,209904010,209904010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990500,0,0,System.Byte[],209905000,209905000,-1,-1,-1,-1,0,-1,-1,209905000,209905000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990501,0,0,System.Byte[],209905010,209905010,-1,-1,-1,-1,0,-1,-1,209905010,209905010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990502,0,0,System.Byte[],209905020,209905020,-1,-1,-1,-1,0,-1,-1,209905020,209905020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990600,0,0,System.Byte[],209906000,209906000,-1,-1,-1,-1,0,-1,-1,209906000,209906000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
20990601,0,0,System.Byte[],209906010,209906010,-1,-1,-1,-1,0,-1,-1,209906010,209906010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21300100,0,0,System.Byte[],213001000,213001000,-1,-1,-1,-1,0,-1,-1,213001000,213001000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21300101,0,0,System.Byte[],213001010,213001010,-1,-1,-1,-1,0,-1,-1,213001010,213001010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21300102,0,0,System.Byte[],213001020,213001020,-1,-1,-1,-1,0,-1,-1,213001020,213001020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21300200,0,0,System.Byte[],213002000,213002000,-1,-1,-1,-1,0,-1,-1,213002000,213002000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21300201,0,0,System.Byte[],213002010,213002010,-1,-1,-1,-1,0,-1,-1,213002010,213002010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21300300,0,0,System.Byte[],213003000,213003000,-1,-1,-1,-1,0,-1,-1,213003000,213003000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21300301,0,0,System.Byte[],213002010,213002010,-1,-1,-1,-1,0,-1,-1,213002010,213002010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21301000,0,0,System.Byte[],213010000,213010000,-1,-1,-1,-1,0,-1,-1,213010000,213010000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21301001,0,0,System.Byte[],213010010,213010010,-1,-1,-1,-1,0,-1,-1,213010010,213010010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21301002,0,0,System.Byte[],213010020,213010020,-1,-1,-1,-1,0,-1,-1,213010020,213010020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21301003,0,0,System.Byte[],213010030,213010030,-1,-1,-1,-1,0,-1,-1,213010030,213010030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21302000,0,0,System.Byte[],213020000,213020000,-1,-1,-1,-1,0,-1,-1,213020000,213020000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21302001,0,0,System.Byte[],213020010,213020010,-1,-1,-1,-1,0,-1,-1,213020010,213020010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21302002,0,0,System.Byte[],213020020,213020020,-1,-1,-1,-1,0,-1,-1,213020020,213020020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21302003,0,0,System.Byte[],213020030,213020030,-1,-1,-1,-1,0,-1,-1,213020030,213020030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21302100,0,0,System.Byte[],213021000,213021000,-1,-1,-1,-1,0,-1,-1,213021000,213021000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21302101,0,0,System.Byte[],213021010,213021010,-1,-1,-1,-1,0,-1,-1,213021010,213021010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21302102,0,0,System.Byte[],213021020,213021020,-1,-1,-1,-1,0,-1,-1,213021020,213021020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21302103,0,0,System.Byte[],213021030,213021030,-1,-1,-1,-1,0,-1,-1,213021030,213021030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21302104,0,0,System.Byte[],213021040,213021040,-1,-1,-1,-1,0,-1,-1,213021040,213021040,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21302105,0,0,System.Byte[],213021050,213021050,-1,-1,-1,-1,0,-1,-1,213021050,213021050,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21303000,0,0,System.Byte[],213030000,213030000,-1,-1,-1,-1,0,-1,-1,213030000,213030000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21303001,0,0,System.Byte[],213030010,213030010,-1,-1,-1,-1,0,-1,-1,213030010,213030010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21303002,0,0,System.Byte[],213030020,213030020,-1,-1,-1,-1,0,-1,-1,213030021,213030021,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21303003,0,0,System.Byte[],213030030,213030030,-1,-1,-1,-1,0,-1,-1,213030030,213030030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304000,0,0,System.Byte[],213040000,213040000,-1,-1,-1,-1,0,-1,-1,213040000,213040000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304001,0,0,System.Byte[],213040010,213040010,-1,-1,-1,-1,0,-1,-1,213040010,213040010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304002,0,0,System.Byte[],213040020,213040020,-1,-1,-1,-1,0,-1,-1,213040020,213040020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304003,0,0,System.Byte[],213040030,213040030,-1,-1,-1,-1,0,-1,-1,213040030,213040030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304100,0,0,System.Byte[],213041000,213041000,-1,-1,-1,-1,0,-1,-1,213041000,213041000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304101,0,0,System.Byte[],213041010,213041010,-1,-1,-1,-1,0,-1,-1,213041010,213041010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304102,0,0,System.Byte[],213041020,213041020,-1,-1,-1,-1,0,-1,-1,213041020,213041020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304103,0,0,System.Byte[],213041030,213041030,-1,-1,-1,-1,0,-1,-1,213041030,213041030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304200,0,0,System.Byte[],213042000,213042000,-1,-1,-1,-1,0,-1,-1,213042000,213042000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304201,0,0,System.Byte[],213042010,213042010,-1,-1,-1,-1,0,-1,-1,213042010,213042010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304202,0,0,System.Byte[],213042020,213042020,-1,-1,-1,-1,0,-1,-1,213042020,213042020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21304203,0,0,System.Byte[],213042030,213042030,-1,-1,-1,-1,0,-1,-1,213042030,213042030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21305000,0,0,System.Byte[],213050000,213050000,-1,-1,-1,-1,0,-1,-1,213050000,213050000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21305001,0,0,System.Byte[],213050010,213050010,-1,-1,-1,-1,0,-1,-1,213050010,213050010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21305002,0,0,System.Byte[],213050020,213050020,-1,-1,-1,-1,0,-1,-1,213050020,213050020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21305003,0,0,System.Byte[],213050030,213050030,-1,-1,-1,-1,0,-1,-1,213050030,213050030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21305004,0,0,System.Byte[],213050040,213050040,-1,-1,-1,-1,0,-1,-1,213050040,213050040,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21305100,0,0,System.Byte[],213051000,213051000,-1,-1,-1,-1,0,-1,-1,213051000,213051000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21305200,0,0,System.Byte[],213052000,213052000,-1,-1,-1,-1,0,-1,-1,213052000,213052000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21305201,0,0,System.Byte[],213052010,213052010,-1,-1,-1,-1,0,-1,-1,213052010,213052010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21305202,0,0,System.Byte[],213052020,213052020,-1,-1,-1,-1,0,-1,-1,213052020,213052020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21305300,0,0,System.Byte[],213053000,213053000,-1,-1,-1,-1,0,-1,-1,213053000,213053000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21305301,0,0,System.Byte[],213053010,213053010,-1,-1,-1,-1,0,-1,-1,213053010,213053010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21306000,0,0,System.Byte[],213060000,213060000,-1,-1,-1,-1,0,-1,-1,213060000,213060000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21306001,0,0,System.Byte[],213060010,213060010,-1,-1,-1,-1,0,-1,-1,213060010,213060010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21306002,0,0,System.Byte[],213060020,213060020,-1,-1,-1,-1,0,-1,-1,213060020,213060020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21306003,0,0,System.Byte[],213060030,213060030,-1,-1,-1,-1,0,-1,-1,213060030,213060030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21306004,0,0,System.Byte[],213060040,213060040,-1,-1,-1,-1,0,-1,-1,213060040,213060040,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21306005,0,0,System.Byte[],213060050,213060050,-1,-1,-1,-1,0,-1,-1,213060050,213060050,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21307000,0,0,System.Byte[],213070000,213070000,-1,-1,-1,-1,0,-1,-1,213070000,213070000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21307001,0,0,System.Byte[],213070010,213070010,-1,-1,-1,-1,0,-1,-1,213070010,213070010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21307002,0,0,System.Byte[],213070020,213070020,-1,-1,-1,-1,0,-1,-1,213070020,213070020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21307003,0,0,System.Byte[],213070030,213070030,-1,-1,-1,-1,0,-1,-1,213070030,213070030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21307004,0,0,System.Byte[],213070040,213070040,-1,-1,-1,-1,0,-1,-1,213070040,213070040,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21307005,0,0,System.Byte[],213070050,213070050,-1,-1,-1,-1,0,-1,-1,213070050,213070050,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21308000,0,0,System.Byte[],213080000,213080000,-1,-1,-1,-1,0,-1,-1,213080000,213080000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21308001,0,0,System.Byte[],213080010,213080010,-1,-1,-1,-1,0,-1,-1,213080010,213080010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21308002,0,0,System.Byte[],213080020,213080020,-1,-1,-1,-1,0,-1,-1,213080020,213080020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21308100,0,0,System.Byte[],213081000,213081000,-1,-1,-1,-1,0,-1,-1,213081000,213081000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21308101,0,0,System.Byte[],213081010,213081010,-1,-1,-1,-1,0,-1,-1,213081010,213081010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21308102,0,0,System.Byte[],213081020,213081020,-1,-1,-1,-1,0,-1,-1,213081020,213081020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21309000,0,0,System.Byte[],213090000,213090000,-1,-1,-1,-1,0,-1,-1,213090000,213090000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21309001,0,0,System.Byte[],213090010,213090010,-1,-1,-1,-1,0,-1,-1,213090010,213090010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21309002,0,0,System.Byte[],213090020,213090020,-1,-1,-1,-1,0,-1,-1,213090020,213090020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21309003,0,0,System.Byte[],213090030,213090030,-1,-1,-1,-1,0,-1,-1,213090030,213090030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21309004,0,0,System.Byte[],213090040,213090040,-1,-1,-1,-1,0,-1,-1,213090040,213090040,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21309005,0,0,System.Byte[],213090050,213090050,-1,-1,-1,-1,0,-1,-1,213090050,213090050,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21309006,0,0,System.Byte[],213090060,213090060,-1,-1,-1,-1,0,-1,-1,213090060,213090060,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21309007,0,0,System.Byte[],213090070,213090070,-1,-1,-1,-1,0,-1,-1,213090070,213090070,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21310000,0,0,System.Byte[],213100000,213100000,-1,-1,-1,-1,0,-1,-1,213100000,213100000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21310001,0,0,System.Byte[],213100010,213100010,-1,-1,-1,-1,0,-1,-1,213100010,213100010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21310100,0,0,System.Byte[],213101000,213101000,-1,-1,-1,-1,0,-1,-1,213101000,213101000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21311000,0,0,System.Byte[],213110000,213110000,-1,-1,-1,-1,0,-1,-1,213110000,213110000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21311001,0,0,System.Byte[],213110010,213110010,-1,-1,-1,-1,0,-1,-1,213110010,213110010,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21311002,0,0,System.Byte[],213110020,213110020,-1,-1,-1,-1,0,-1,-1,213110020,213110020,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21311003,0,0,System.Byte[],213110030,213110030,-1,-1,-1,-1,0,-1,-1,213110030,213110030,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21311004,0,0,System.Byte[],213110040,213110040,-1,-1,-1,-1,0,-1,-1,213110040,213110040,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
21311100,0,0,System.Byte[],213111000,213111000,-1,-1,-1,-1,0,-1,-1,213111000,213111000,0,-1,System.Byte[],-1,-1,0,0,System.Byte[]
