ID,baseRec_mp,baseRec_sp,red_Falldam,soul,equip_Wep_Right,equip_Subwep_Right,equip_Wep_Left,equip_Subwep_Left,equip_Helm,equip_Armer,equip_Gaunt,equip_Leg,equip_Arrow,equip_Bolt,equip_SubArrow,equip_SubBolt,equip_Accessory01,equip_Accessory02,equip_Accessory03,equip_Accessory04,pad8,elixir_material00,elixir_material01,elixir_material02,equip_Spell_01,equip_Spell_02,equip_Spell_03,equip_Spell_04,equip_Spell_05,equip_Spell_06,equip_Spell_07,item_01,item_02,item_03,item_04,item_05,item_06,item_07,item_08,item_09,item_10,npcPlayerFaceGenId,npcPlayerThinkId,baseHp,baseMp,baseSp,arrowNum,boltNum,subArrowNum,subBoltNum,pad4,soulLv,baseVit,baseWil,baseEnd,baseStr,baseDex,baseMag,baseFai,baseLuc,baseHeroPoint,baseDurability,itemNum_01,itemNum_02,itemNum_03,itemNum_04,itemNum_05,itemNum_06,itemNum_07,itemNum_08,itemNum_09,itemNum_10,pad5,gestureId0,gestureId1,gestureId2,gestureId3,gestureId4,gestureId5,gestureId6,npcPlayerType,npcPlayerDrawType,npcPlayerSex,vowType,isSyncTarget,pad,pad6,wepParamType_Right1,wepParamType_Right2,wepParamType_Right3,wepParamType_Left1,wepParamType_Left2,wepParamType_Left3,pad2,equip_Subwep_Right3,equip_Subwep_Left3,pad3,secondaryItem_01,secondaryItem_02,secondaryItem_03,secondaryItem_04,secondaryItem_05,secondaryItem_06,secondaryItemNum_01,secondaryItemNum_02,secondaryItemNum_03,secondaryItemNum_04,secondaryItemNum_05,secondaryItemNum_06,HpEstMax,MpEstMax,pad7,voiceType,reserve
3118,0,0,0,0,11010000,-1,30030000,11010000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,-1,-1,-1,-1,-1,-1,-1,-1,28,0,0,0,0,0,0,0,0,System.Byte[],1,10,10,10,10,10,10,10,10,0,0,3,1,0,0,0,0,0,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,1,System.Byte[],0,System.Byte[]
3119,0,0,0,0,11010000,-1,30030000,11010000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,System.Byte[],1,10,10,10,10,10,10,10,10,0,0,3,1,0,0,0,0,0,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,1,System.Byte[],0,System.Byte[]
4000,0,0,0,50000,1000000,2000000,31000000,1000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],7000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4001,0,0,0,50000,1000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4002,0,0,0,50000,2000000,3000000,31000000,2000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],7000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4003,0,0,0,50000,2000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4004,0,0,0,50000,3000000,2000000,31000000,3000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],4000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4005,0,0,0,50000,3000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4006,0,0,0,50000,4000000,3000000,31000000,4000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],12000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4007,0,0,0,50000,4000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4008,0,0,0,50000,5000000,6000000,31000000,5000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],2000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4009,0,0,0,50000,5000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4010,0,0,0,50000,6000000,5000000,31000000,6000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],16000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4011,0,0,0,50000,6000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4012,0,0,0,50000,7000000,8020000,31000000,7000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],2000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4013,0,0,0,50000,7010000,2000000,31000000,7010000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],7000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4014,0,0,0,50000,7000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4015,0,0,0,50000,8020000,7000000,31000000,8020000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4016,0,0,0,50000,8020000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4017,0,0,0,50000,9000000,7000000,31000000,9000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],2000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4018,0,0,0,50000,9000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4019,0,0,0,50000,10000000,2000000,31000000,10000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],7000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4020,0,0,0,50000,10000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4021,0,0,0,50000,11000000,12000000,31000000,11000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],14000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4022,0,0,0,50000,11000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4023,0,0,0,50000,12060000,11000000,31000000,12060000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4024,0,0,0,50000,12060000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4025,0,0,0,50000,13000000,11000000,31000000,13000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],12000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4026,0,0,0,50000,13000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4027,0,0,0,50000,14000000,11000000,31000000,14000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],2000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4028,0,0,0,50000,14000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4029,0,0,0,50000,15030000,14000000,31000000,15030000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4030,0,0,0,50000,15030000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4031,0,0,0,50000,23900000,12900000,31000000,23900000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],4000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4032,0,0,0,50000,23900000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4033,0,0,0,50000,16000000,17000000,31000000,16000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],5000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4034,0,0,0,50000,16000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4035,0,0,0,50000,17060000,16000000,31000000,17060000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],6000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4036,0,0,0,50000,17060000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4037,0,0,0,50000,18000000,16000000,31000000,18000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],15000000,-1,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
4038,0,0,0,50000,18000000,-1,30000000,31000000,40000,40100,40200,40300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],-1,32050000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
