ID,atkId_Bullet,sfxId_Bullet,sfxId_Hit,sfxId_Flick,life,dist,shootInterval,gravityInRange,gravityOutRange,hormingStopRange,initVellocity,accelInRange,accelOutRange,maxVellocity,minVellocity,accelTime,homingBeginDist,hitRadius,hitRadiusMax,spreadTime,expDelay,hormingOffsetRange,dmgHitRecordLifeTime,externalForce,spEffectIDForShooter,autoSearchNPCThinkID,HitBulletID,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,numShoot,homingAngle,shootAngle,shootAngleInterval,shootAngleXInterval,damageDamp,spelDamageDamp,fireDamageDamp,thunderDamageDamp,staminaDamp,knockbackDamp,shootAngleXZ,lockShootLimitAng,pad2,prevVelocityDirRate,atkAttribute,spAttribute,Material_AttackType,Material_AttackMaterial,isPenetrateChr,isPenetrateObj,pad,launchConditionType,FollowType,EmittePosType,isAttackSFX,isEndlessHit,isPenetrateMap,isHitBothTeam,isUseSharedHitList,isUseMultiDmyPolyIfPlace,isHitOtherBulletForceEraseA,isHitOtherBulletForceEraseB,isHitForceMagic,isIgnoreSfxIfHitWater,isIgnoreMoveStateIfHitWater,isHitDarkForceMagic,dmgCalcSide,isEnableAutoHoming,isSyncBulletCulcDumypolyPos,isOwnerOverrideInitAngle,isInheritSfxToChild,darkDamageDamp,bulletSfxDeleteType_byHit,bulletSfxDeleteType_byLifeDead,targetYOffsetRange,shootAngleYMaxRandom,shootAngleXMaxRandom,intervalCreateBulletId,intervalCreateTimeMin,intervalCreateTimeMax,predictionShootObserveTime,intervalCreateWaitTime,sfxPostureType,createLimitGroupId,pad5,isInheritSpeedToChild,isDisableHitSfx_byChrAndObj,isCheckWall_byCenterRay,isHitFlare,isUseBulletWallFilter,pad1,isNonDependenceMagicForFunnleNum,isAiInterruptShootNoDamageBullet,randomCreateRadius,followOffset_BaseHeight,assetNo_Hit,lifeRandomRange,homingAngleX,ballisticCalcType,attachEffectType,seId_Bullet1,seId_Bullet2,seId_Hit,seId_Flick,howitzerShootAngleXMin,howitzerShootAngleXMax,howitzerInitMinVelocity,howitzerInitMaxVelocity,sfxId_ForceErase,bulletSfxDeleteType_byForceErase,pad3,followDmypoly_forSfxPose,followOffset_Radius,spBulletDistUpRate,nolockTargetDist,pad4
3080132,3080132,-1,-1,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,-1,0,0,0,5,0,0,0,3080133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3080133,3080132,-1,-1,-1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,5,0,0,0,3080134,0,0,0,0,0,10,0,0,36,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3080134,3080132,300173,-1,-1,0.07,0,0,0,0,0,20,0,0,20,20,0,0,0.7,-1,0,0,0,5,0,0,0,3080135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3080135,3080132,-1,-1,-1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,-1,0,0,0,5,0,0,0,3080136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3080136,3080132,300173,-1,-1,0.7,0,0,0,0,0,5,-8,-8,5,0.5,0,0,0.7,-1,0,0,0,5,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3100272,3100272,-1,-1,-1,0.1,0,0.05,0,0,0,45,0,0,45,45,0,0,0.5,0.5,0,0,0,0.2,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3100410,1,-1,631030,-1,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.2,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,0,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3100420,3100140,631030,631030,-1,0.05,0,0.05,0,0,0,25,0,0,25,25,0,0,0.2,-1,0,0,0,0.2,0,0,0,3100421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,0,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3100421,3100140,631030,631030,-1,0.05,0,0.05,0,0,0,25,0,0,25,25,0,0,0.2,-1,0,0,0,0.2,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,0,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3150500,3150500,631510,-1,-1,1,0,0.05,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3150510,3150510,631020,-1,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170000,3170000,631701,631702,631703,30,40,0,0.5,9,0,30,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170010,3170010,631714,631715,631716,30,40,0,0.5,9,3,25,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170011,3170900,631714,631715,631716,3,40,0,0.5,9,2,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,200,-70,140,5,0,0,0,0,0,0,20,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,20,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170020,3170020,631701,631702,631703,30,40,0,0.5,9,0,30,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170030,3170030,631714,631715,631716,30,40,0,0.5,9,3,25,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170031,3170900,631714,631715,631716,3,40,0,0.5,9,2,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,200,-70,140,5,0,0,0,0,0,0,20,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,20,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170200,3170200,631701,631702,631703,30,40,0,0.5,9,0,30,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170210,3170210,631714,631715,631716,30,40,0,0.5,9,3,25,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170211,3170900,631714,631715,631716,3,40,0,0.5,9,2,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,200,-70,140,5,0,0,0,0,0,0,20,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,20,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170220,3170220,631701,631702,631703,30,40,0,0.5,9,0,30,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170230,3170230,631714,631715,631716,30,40,0,0.5,9,3,25,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170231,3170900,631714,631715,631716,3,40,0,0.5,9,2,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,200,-70,140,5,0,0,0,0,0,0,20,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,20,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170240,3170240,631701,631702,631703,30,40,0,0.5,9,0,30,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170250,3170250,631714,631715,631716,30,40,0,0.5,9,3,25,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170251,3170900,631714,631715,631716,3,40,0,0.5,9,2,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,200,-70,140,5,0,0,0,0,0,0,20,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,20,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170260,3170260,631701,631702,631703,30,40,0,0.5,9,0,30,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170270,3170270,631714,631715,631716,30,40,0,0.5,9,3,25,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170271,3170900,631714,631715,631716,3,40,0,0.5,9,2,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,200,-70,140,5,0,0,0,0,0,0,20,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,20,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170280,3170280,631701,631702,631703,30,40,0,0.5,9,0,30,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170290,3170290,631714,631715,631716,30,40,0,0.5,9,3,25,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170291,3170900,631714,631715,631716,3,40,0,0.5,9,2,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,200,-70,140,5,0,0,0,0,0,0,20,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,20,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170360,3170360,631701,631702,631703,30,40,0,0.5,9,0,30,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170370,3170370,631714,631715,631716,30,40,0,0.5,9,3,25,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170371,3170900,631714,631715,631716,3,40,0,0.5,9,2,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,200,-70,140,5,0,0,0,0,0,0,20,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,20,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170380,3170380,631701,631702,631703,30,40,0,0.5,9,0,30,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170390,3170390,631714,631715,631716,30,40,0,0.5,9,3,25,2,-2,60,20,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170391,3170900,631714,631715,631716,3,40,0,0.5,9,2,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,200,-70,140,5,0,0,0,0,0,0,20,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,20,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170500,3170900,631714,631715,631716,0.07,40,0,0.5,9,1,20,7,-2,60,10,0,3,0.02,-1,0,0,0,0,0,0,0,3170550,0,0,0,0,0,1,0,-20,0,0,0,0,0,0,0,0,10,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,10,5,-1,0,0,0,0,0,0,System.Byte[],1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170501,3170900,631714,631715,631716,2,40,0,0.5,9,2,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,3170504,0,0,0,0,0,1,200,-50,0,0,0,0,0,0,0,0,20,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,40,20,-1,0,0,0,0,0,0,System.Byte[],1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170502,3170900,631714,631715,631716,0.07,40,0,0.5,9,1,15,7,-2,60,10,0,3,0.02,-1,0,0,0,0,0,0,0,3170560,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,10,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,10,5,-1,0,0,0,0,0,0,System.Byte[],1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170503,3170900,631714,631715,631716,2,40,0,0.5,9,2,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,3170504,0,0,0,0,0,1,200,50,0,0,0,0,0,0,0,0,20,50,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,40,20,-1,0,0,0,0,0,0,System.Byte[],1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170504,3170900,631714,631715,631716,5,40,0,0.5,9,2,15,-2,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170550,3170900,631714,631715,631716,0.12,999,0,0,0,0,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,3170551,0,0,0,0,0,1,300,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
3170551,3170900,631714,631715,631716,2,999,0,0,0,3,15,7,-2,60,10,0,0,0.02,-1,0,0,0,0,0,0,0,3170504,0,0,0,0,0,1,200,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
