ID,disableParam_NT,disableParamReserve1,disableParamReserve2,matchAreaId,multiPlayStartLimitEventFlagId,otherDisableDistance,pcPositionSaveLimitEventFlagId,bossAreaId,cultNpcWhiteGhostEntityId_byFree,bMapGuradianRegion,bYellowCostumeRegion,multiPlayStartLimitEventFlagId_targetFlagState,breakInLimitEventFlagId_1_targetFlagState,whiteSignLimitEventFlagId_1_targetFlagState,redSignLimitEventFlagId_1_targetFlagState,breakInLimitEventFlagId_2_targetFlagState,breakInLimitEventFlagId_3_targetFlagState,whiteSignLimitEventFlagId_2_targetFlagState,warpItemUsePermitBonfireId_1,warpItemUsePermitBonfireId_2,warpItemUsePermitBonfireId_3,warpItemUsePermitBonfireId_4,warpItemUsePermitBonfireId_5,warpItemProhibitionEventFlagId_1,warpItemProhibitionEventFlagId_2,warpItemProhibitionEventFlagId_3,warpItemProhibitionEventFlagId_4,warpItemProhibitionEventFlagId_5,enableBloodstain,enableBloodMessage,enableGhost,dispMask00,dispMask01,whiteSignLimitEventFlagId_3_targetFlagState,redSignLimitEventFlagId_2_targetFlagState,redSignLimitEventFlagId_3_targetFlagState,isAutoIntrudePoint,pad1,pad2,multiPlayHASHostLimitEventFlagId,otherMaxDistance,signPuddleOpenEventFlagId,areaNo,gridXNo,gridZNo,pad4,posX,posY,posZ,breakInLimitEventFlagId_1,whiteSignLimitEventFlagId_1,matchAreaSignCreateLimitEventFlagId,signAimId_1,signAimId_2,signAimId_3,signAimId_4,signAimId_5,signAimId_6,signAimId_7,signAimId_8,redSignLimitEventFlagId_1,breakInLimitEventFlagId_2,breakInLimitEventFlagId_3,whiteSignLimitEventFlagId_2,whiteSignLimitEventFlagId_3,redSignLimitEventFlagId_2,redSignLimitEventFlagId_3,bossId_1,bossId_2,bossId_3,bossId_4,bossId_5,bossId_6,bossId_7,bossId_8,bossId_9,bossId_10,bossId_11,bossId_12,bossId_13,bossId_14,bossId_15,bossId_16,mapMenuUnlockEventId,pad5
1201003,1,0,System.Byte[],6000,0,10,0,12010800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,1,0,System.Byte[],-18.7,-210.34,-106.97,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1201011,1,0,System.Byte[],6200,0,10,0,12040800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,1,0,System.Byte[],333.7,-79.06,269.15,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1201012,1,0,System.Byte[],6200,0,10,0,12040800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1201013,1,0,System.Byte[],6200,0,10,0,12040800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,1,0,System.Byte[],60.53,-148.35,70.13,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1201014,1,0,System.Byte[],6200,0,10,0,12040800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,1,0,System.Byte[],-243.47,-280.21,153.21,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1201015,1,0,System.Byte[],6200,0,10,0,12040800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,1,0,System.Byte[],-303.51,-308.06,-60.03,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1201016,1,0,System.Byte[],6200,0,10,0,12040800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1201017,1,0,System.Byte[],6200,0,10,0,12040800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,1,0,System.Byte[],-411.57,-328.84,-525.76,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202000,1,0,System.Byte[],6500,0,10,12020800,12020800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,2,0,System.Byte[],1184.7,-619.17,1909.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202001,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202002,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,2,0,System.Byte[],1015.83,-605.44,1463.19,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202003,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202004,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,2,0,System.Byte[],1174.56,-611.53,1756.56,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202005,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202006,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202007,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,2,0,System.Byte[],952.91,-671.25,1296.34,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202008,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202009,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202011,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202012,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202013,1,0,System.Byte[],6500,0,10,0,12020800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202020,1,0,System.Byte[],6500,0,10,12020850,12020850,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,2,0,System.Byte[],1031.04,-611.95,1178.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202032,1,0,System.Byte[],6400,0,10,0,12080800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12080800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202033,1,0,System.Byte[],6400,0,10,0,12080800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,2,0,System.Byte[],1098.39,-823.38,1266.81,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12080800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1202034,1,0,System.Byte[],6400,0,10,0,12080800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,2,0,System.Byte[],1437.42,-816.41,1519.1,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12080800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1203000,1,0,System.Byte[],6600,0,10,12030800,12030800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,3,0,System.Byte[],-379.1,149.68,-201.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1203001,1,0,System.Byte[],6600,0,10,0,12030800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,3,0,System.Byte[],-184.91,273,-517.55,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12030800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1203002,1,0,System.Byte[],6600,0,10,0,12030800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,3,0,System.Byte[],-163.91,92.01,-624.77,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12030800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1203003,1,0,System.Byte[],6600,0,10,0,12030800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,3,0,System.Byte[],-598.42,98.21,-610.15,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12030800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1203004,1,0,System.Byte[],6600,0,10,0,12030800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,3,0,System.Byte[],-690.02,92.37,-409.68,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12030800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1203005,1,0,System.Byte[],6600,0,10,0,12030800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,3,0,System.Byte[],-472.21,-150.12,-346.73,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12030800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1204000,1,0,System.Byte[],6200,0,10,12040800,12040800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,4,0,System.Byte[],-64.49,-106.03,-77.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1204001,1,0,System.Byte[],6200,0,10,0,12040800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12040800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1205000,1,0,System.Byte[],6800,0,10,12050800,12050800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,5,0,System.Byte[],1532.33,-500.92,1243.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1205001,1,0,System.Byte[],6800,0,10,0,12050800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,5,0,System.Byte[],1898.99,-600.27,1115.76,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1205002,1,0,System.Byte[],6800,0,10,0,12050800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1205003,1,0,System.Byte[],6800,0,10,0,12050800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1205004,1,0,System.Byte[],6800,0,10,0,12050800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,5,0,System.Byte[],1698.23,-611.75,1290.23,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1205005,1,0,System.Byte[],6800,0,10,0,12050800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1205006,1,0,System.Byte[],6800,0,10,0,12050800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,5,0,System.Byte[],1637.12,-562.58,1248.84,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1205007,1,0,System.Byte[],6800,0,10,0,12050800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1205090,1,0,System.Byte[],6800,0,10,0,12050800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1207031,1,0,System.Byte[],6400,0,10,0,12080800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,7,0,System.Byte[],748.14,-911.61,1164.07,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12080800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1207021,1,0,System.Byte[],6500,0,10,0,12020850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1207022,1,0,System.Byte[],6500,0,10,0,12020850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1207023,1,0,System.Byte[],6500,0,10,0,12020850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1207024,1,0,System.Byte[],6500,0,10,0,12020850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1207025,1,0,System.Byte[],6500,0,10,0,12020850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1207026,1,0,System.Byte[],6500,0,10,0,12020850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,7,0,System.Byte[],709.78,-579.63,1233.81,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12020850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1208000,1,0,System.Byte[],6400,0,10,12080800,12080800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,8,0,System.Byte[],1549.59,-1735.67,1037.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1208001,1,0,System.Byte[],6400,0,10,0,12080800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12080800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1209000,1,0,System.Byte[],6500,0,10,12090800,12090800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,9,0,System.Byte[],1190.7,-1538.52,1941.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1209001,1,0,System.Byte[],6500,0,10,0,12090800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12090800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1300000,1,0,System.Byte[],7200,0,10,13000800,13002800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,13,0,0,System.Byte[],219.9,-32.72,367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1300001,1,0,System.Byte[],7200,0,10,0,13002800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,13000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1300002,1,0,System.Byte[],7200,0,10,0,13002800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,13000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1300003,1,0,System.Byte[],7200,0,10,0,13002800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,13,0,0,System.Byte[],83.98,-86.05,608.5,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,13000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1300004,1,0,System.Byte[],7200,0,10,0,13002800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,13000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1300005,1,0,System.Byte[],7200,0,10,0,13002800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,13000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1300006,1,0,System.Byte[],7200,0,10,0,13002800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,13,0,0,System.Byte[],64.07,-73.77,497.52,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,13000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1300010,1,0,System.Byte[],7200,0,10,13002850,13002850,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,13,0,0,System.Byte[],12.95,-39.03,411.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1300011,1,0,System.Byte[],7200,0,10,0,13002850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,13002850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
