ID,lv01_BorderDist,lv01_PlayDist,lv12_BorderDist,lv12_PlayDist,lv23_BorderDist,lv23_PlayDist,lv34_BorderDist,lv34_PlayDist,lv45_BorderDist,lv45_PlayDist,tex_lv01_BorderDist,tex_lv01_PlayDist,enableCrossFade,drawDist,drawFadeRange,shadowDrawDist,shadowFadeRange,motionBlur_BorderDist,isPointLightShadowSrc,isDirLightShadowSrc,isShadowDst,isShadowOnly,drawByReflectCam,drawOnlyReflectCam,IncludeLodMapLv,isNoFarClipDraw,lodType,shadowDrawLodOffset,isTraceCameraXZ,isSkydomeDrawPhase,DistantViewModel_BorderDist,DistantViewModel_PlayDist,LimtedActivate_BorderDist_forGrid,LimtedActivate_PlayDist_forGrid,zSortOffsetForNoFarClipDraw,shadowDrawAlphaTestDist,fowardDrawEnvmapBlendType,LBDrawDistScaleParamID,resereve
202,64,5,128,10,3500,0,9999,0,9999,0,1024,10,1,9999,10,9999,5,20,0,1,1,0,0,0,1,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
203,32,5,64,10,3500,0,9999,0,9999,0,256,10,1,9999,10,9999,5,20,0,1,1,0,0,0,1,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
209,128,5,256,10,3500,0,9999,0,9999,0,1024,10,1,9999,10,9999,5,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
210,128,5,256,10,3500,0,9999,0,9999,0,1024,10,1,9999,10,9999,5,20,0,1,1,0,0,0,1,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
211,64,5,128,10,3500,0,9999,0,9999,0,1024,10,1,9999,10,9999,5,20,0,1,1,0,0,0,1,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
212,32,5,64,10,3500,0,9999,0,9999,0,512,10,1,9999,10,9999,5,20,0,1,1,0,0,0,1,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
213,16,3,32,5,3500,0,9999,0,9999,0,256,10,1,9999,10,9999,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
214,32,5,64,10,3500,0,9999,0,9999,0,512,10,1,400,10,9999,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
220,30,12,90,2,9999,0,9999,0,9999,0,256,1,1,9999,10,512,10,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
250,10,2,50,2,9999,0,9999,0,9999,0,128,1,1,128,10,100,0,20,0,0,0,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
300,20,12,50,3,9999,0,9999,0,9999,0,128,1,1,300,10,100,5,20,0,1,1,0,0,0,1,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
301,75,2,128,5,9999,0,9999,0,9999,0,256,10,1,128,10,100,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
302,10,2,40,2,9999,0,9999,0,9999,0,40,1,1,50,5,48,0,20,0,1,1,0,0,0,1,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
303,20,4,80,2,9999,0,9999,0,9999,0,65,1,1,128,10,50,0,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
304,128,2,200,5,9999,0,9999,0,9999,0,400,10,1,200,10,100,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
305,9999,12,9999,2,9999,0,9999,0,9999,0,512,1,1,9999,10,200,10,20,0,1,1,0,0,0,2,0,1,1,0,0,30,5,160,10,0,9999,0,20,System.Byte[]
310,30,2,60,2,9999,0,9999,0,9999,0,80,1,1,256,10,100,0,20,0,1,1,0,0,0,1,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
311,20,1,40,2,9999,0,9999,0,9999,0,40,1,1,128,10,50,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
312,9999,12,9999,2,9999,0,9999,0,9999,0,768,1,1,9999,10,256,10,20,0,1,1,0,0,0,2,0,1,1,0,0,30,5,412,10,0,9999,0,20,System.Byte[]
313,96,12,256,2,9999,0,9999,0,9999,0,256,1,1,512,10,128,10,20,0,1,1,0,0,0,1,0,1,1,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
314,40,4,120,2,9999,0,9999,0,9999,0,100,1,1,512,10,315,0,20,0,1,1,0,0,0,1,0,1,1,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
315,20,1,40,2,9999,0,9999,0,9999,0,40,1,1,64,10,25,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,5,System.Byte[]
400,9998,10,9999,10,9999,0,9999,0,9999,0,0,0,0,9999,0,9999,0,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,300,10,0,9999,0,20,System.Byte[]
500,1000,1,2000,2,9999,0,9999,0,9999,0,0,1,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,1,0,0,0,30,5,-1,10,0,9999,0,0,System.Byte[]
501,1000,1,2000,2,9999,0,9999,0,9999,0,0,1,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,1,0,0,0,30,5,-1,10,0,9999,0,0,System.Byte[]
700,20,2,9998,2,9999,0,9999,0,9999,0,10,1,1,512,10,315,0,20,0,1,1,0,0,0,2,0,1,1,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
800,110,5,9998,2,9999,0,9999,0,9999,0,940,5,1,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
801,120,5,9998,2,9999,0,9999,0,9999,0,320,5,1,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
802,100,5,9998,2,9999,0,9999,0,9999,0,320,5,1,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
803,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
804,110,5,9998,2,9999,0,9999,0,9999,0,940,5,1,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
805,120,5,280,5,9999,0,9999,0,9999,0,320,5,1,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
840,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,0,1,0,0,1,30,5,-1,10,0,9999,0,20,System.Byte[]
841,2150,20,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,0,1,0,0,1,30,5,-1,10,0,9999,0,20,System.Byte[]
845,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
850,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,1,1,0,1,1,30,5,-1,10,8000,9999,0,20,System.Byte[]
851,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,1,1,0,1,1,30,5,-1,10,6000,9999,0,20,System.Byte[]
852,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,1,1,0,1,1,30,5,-1,10,2048,9999,0,20,System.Byte[]
855,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,0,1,0,1,0,30,5,-1,10,0,9999,0,20,System.Byte[]
856,200,20,9999,20,9999,0,9999,0,9999,0,9999,1,1,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
860,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,1,1,0,1,1,30,5,-1,10,7500,9999,0,20,System.Byte[]
861,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,1,1,0,1,1,30,5,-1,10,5500,9999,0,20,System.Byte[]
862,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,1,1,0,1,1,30,5,-1,10,5600,9999,0,20,System.Byte[]
865,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,1,1,0,1,1,30,5,-1,10,5200,9999,0,20,System.Byte[]
866,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,0,1,0,0,1,30,5,-1,10,0,9999,0,20,System.Byte[]
867,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,1,1,0,1,1,30,5,-1,10,7200,9999,0,20,System.Byte[]
868,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,1,1,0,0,1,30,5,-1,10,7000,9999,0,20,System.Byte[]
869,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,1,1,0,0,1,30,5,-1,10,5000,9999,0,20,System.Byte[]
898,9999,1,9998,2,9999,0,9999,0,9999,0,0,0,1,9999,0,9999,0,20,0,0,0,0,0,0,0,1,1,0,0,1,30,5,-1,10,0,9999,0,20,System.Byte[]
899,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,4000,9999,0,20,System.Byte[]
993,9999,12,9999,12,9999,0,9999,0,9999,0,1024,1,1,2048,20,512,10,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,300,10,0,9999,0,20,System.Byte[]
994,30,12,120,2,9999,0,9999,0,9999,0,1024,1,1,9999,20,512,10,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
995,30,12,120,2,9999,0,9999,0,9999,0,1024,1,1,2048,20,512,10,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
996,30,12,120,2,9999,0,9999,0,9999,0,1024,1,1,2048,20,512,10,20,0,0,0,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
997,9999,12,9999,12,9999,0,9999,0,9999,0,1024,1,1,2048,20,512,10,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
998,9999,12,9999,2,9999,0,9999,0,9999,0,9999,1,1,9999,20,2048,0,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
999,60,12,240,2,3500,0,9999,0,9999,0,9999,1,1,9999,20,512,0,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
1000,256,5,512,10,3500,0,9999,0,9999,0,512,10,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
1001,9999,1,9999,2,9999,0,9999,0,9999,0,512,10,0,9999,0,9999,0,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
1100,128,5,256,10,1500,0,9999,0,9999,0,512,5,1,2048,0,512,0,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2004,30,1,60,2,9999,0,9999,0,9999,0,20,5,1,9999,0,64,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2006,30,1,60,2,9999,0,9999,0,9999,0,30,5,1,9999,0,64,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2008,60,1,120,2,9999,0,9999,0,9999,0,30,5,1,9999,0,150,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2010,60,1,120,2,9999,0,9999,0,9999,0,40,5,1,9999,0,150,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2014,75,1,130,2,9999,0,9999,0,9999,0,80,5,1,9999,0,150,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2030,80,1,140,2,9999,0,9999,0,9999,0,160,5,1,9999,0,256,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2044,9998,10,9999,10,9999,0,9999,0,9999,0,10,2,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2045,9998,10,9999,10,9999,0,9999,0,9999,0,15,2,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2046,9998,10,9999,10,9999,0,9999,0,9999,0,20,5,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2048,9998,10,9999,10,9999,0,9999,0,9999,0,30,5,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2050,9998,10,9999,10,9999,0,9999,0,9999,0,40,5,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2051,9998,10,9999,10,9999,0,9999,0,9999,0,60,5,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2052,9998,10,9999,10,9999,0,9999,0,9999,0,80,5,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2053,9998,10,9999,10,9999,0,9999,0,9999,0,100,5,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2054,9998,10,9999,10,9999,0,9999,0,9999,0,120,5,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2060,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,120,10,-1,10,0,9999,0,20,System.Byte[]
2068,60,1,120,2,9999,0,9999,0,9999,0,9999,1,1,9999,0,150,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2090,80,1,140,2,9999,0,9999,0,9999,0,9999,1,1,9999,0,256,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2104,30,1,60,2,9999,0,9999,0,9999,0,20,5,1,9999,0,64,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2106,30,1,60,2,9999,0,9999,0,9999,0,30,5,1,9999,0,64,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2108,60,1,120,2,9999,0,9999,0,9999,0,30,5,1,9999,0,150,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2110,60,1,120,2,9999,0,9999,0,9999,0,40,5,1,9999,0,150,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2114,75,1,130,2,9999,0,9999,0,9999,0,80,5,1,9999,0,150,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2130,80,1,140,2,9999,0,9999,0,9999,0,160,5,1,9999,0,256,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2145,9998,10,9999,10,9999,0,9999,0,9999,0,15,2,0,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2146,9998,10,9999,10,9999,0,9999,0,9999,0,20,5,0,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2148,9998,10,9999,10,9999,0,9999,0,9999,0,30,5,0,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2150,9998,10,9999,10,9999,0,9999,0,9999,0,40,5,0,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2151,9998,10,9999,10,9999,0,9999,0,9999,0,60,5,0,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2152,9998,10,9999,10,9999,0,9999,0,9999,0,80,5,0,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2160,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2210,60,1,100,2,160,5,9999,0,9999,0,40,5,1,9999,0,150,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2304,30,1,60,2,9999,0,9999,0,9999,0,20,5,1,64,10,25,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2306,30,1,60,2,9999,0,9999,0,9999,0,30,5,1,64,10,25,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2308,60,1,120,2,9999,0,9999,0,9999,0,30,5,1,160,10,50,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2310,60,1,120,2,9999,0,9999,0,9999,0,40,5,1,160,10,50,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2314,75,1,130,2,9999,0,9999,0,9999,0,80,5,1,180,10,150,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2330,80,1,140,2,9999,0,9999,0,9999,0,160,5,1,256,10,220,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2402,30,1,60,2,9999,0,9999,0,9999,0,20,5,1,32,10,32,10,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2403,30,1,60,2,9999,0,9999,0,9999,0,20,5,1,48,10,48,10,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2404,30,1,60,2,9999,0,9999,0,9999,0,20,5,1,64,10,48,10,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2406,30,1,60,2,9999,0,9999,0,9999,0,30,5,1,64,10,48,10,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2408,60,1,120,2,9999,0,9999,0,9999,0,30,5,1,160,10,140,10,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2410,60,1,120,2,9999,0,9999,0,9999,0,40,5,1,160,10,140,10,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2414,75,1,130,2,9999,0,9999,0,9999,0,80,5,1,180,10,150,10,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2430,80,1,140,2,9999,0,9999,0,9999,0,160,5,1,256,10,220,10,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2504,30,1,60,2,9999,0,9999,0,9999,0,20,5,1,9999,0,25,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2506,30,1,60,2,9999,0,9999,0,9999,0,30,5,1,9999,0,25,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2508,60,1,120,2,9999,0,9999,0,9999,0,30,5,1,9999,0,50,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2510,60,1,120,2,9999,0,9999,0,9999,0,40,5,1,9999,0,50,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2514,75,1,130,2,9999,0,9999,0,9999,0,80,5,1,9999,0,50,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2530,80,1,140,2,9999,0,9999,0,9999,0,160,5,1,9999,0,150,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2544,30,1,60,2,9999,0,9999,0,9999,0,9999,5,1,9999,0,25,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2548,60,1,120,2,9999,0,9999,0,9999,0,9999,5,1,9999,0,50,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2554,75,1,130,2,9999,0,9999,0,9999,0,9999,5,1,9999,0,50,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2580,80,1,140,2,9999,0,9999,0,9999,0,9999,5,1,9999,0,150,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2584,9998,1,9999,2,9999,0,9999,0,9999,0,20,5,1,9999,0,25,5,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2604,30,1,60,2,9999,0,9999,0,9999,0,20,5,1,9999,0,25,5,20,0,1,1,0,0,0,0,0,1,1,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2606,30,1,60,2,9999,0,9999,0,9999,0,30,5,1,9999,0,25,5,20,0,1,1,0,0,0,0,0,1,1,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2607,30,1,45,2,9999,0,9999,0,9999,0,30,5,1,9999,0,25,5,20,0,1,1,0,0,0,0,0,1,1,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2608,60,1,120,2,9999,0,9999,0,9999,0,30,5,1,9999,0,50,10,20,0,1,1,0,0,0,0,0,1,1,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2610,60,1,120,2,9999,0,9999,0,9999,0,40,5,1,9999,0,50,10,20,0,1,1,0,0,0,0,0,1,1,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2614,75,1,130,2,9999,0,9999,0,9999,0,80,5,1,9999,0,50,10,20,0,1,1,0,0,0,0,0,1,1,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2630,80,1,140,2,9999,0,9999,0,9999,0,160,5,1,9999,0,150,5,20,0,1,1,0,0,0,0,0,1,1,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2644,30,1,60,2,9999,0,9999,0,9999,0,9999,1,1,9999,0,25,5,20,0,1,1,0,0,0,0,0,1,1,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2800,9998,10,9999,10,9999,0,9999,0,9999,0,256,5,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2801,9998,10,9999,10,9999,0,9999,0,9999,0,768,10,0,9999,0,9999,0,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2848,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,80,8,-1,10,0,9999,0,20,System.Byte[]
2850,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,120,10,-1,10,0,9999,0,20,System.Byte[]
2851,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,160,10,-1,10,0,9999,0,20,System.Byte[]
2852,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,200,10,-1,10,0,9999,0,20,System.Byte[]
2854,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,256,10,-1,10,0,9999,0,20,System.Byte[]
2855,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,300,10,-1,10,0,9999,0,20,System.Byte[]
2860,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,512,10,-1,10,0,9999,0,20,System.Byte[]
2900,64,1,100,2,9999,0,9999,0,9999,0,160,5,1,512,10,220,10,20,0,1,1,0,0,0,1,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2901,200,20,9998,2,9999,0,9999,0,9999,0,9999,5,1,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2902,9998,10,9998,2,9999,0,9999,0,9999,0,9999,5,1,9999,0,9999,0,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2905,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,0,9999,0,9999,0,4,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2910,16,1,48,2,9999,0,9999,0,9999,0,64,5,1,128,10,64,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2911,16,1,48,2,9999,0,9999,0,9999,0,64,5,1,128,10,64,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2912,16,1,48,2,9999,0,9999,0,9999,0,64,5,1,128,10,64,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2920,9999,1,9999,2,9999,0,9999,0,9999,0,128,5,1,9999,10,256,10,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,32,10,0,9999,0,20,System.Byte[]
2921,9999,1,9999,2,9999,0,9999,0,9999,0,128,5,1,9999,10,256,10,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,32,10,0,9999,0,20,System.Byte[]
2922,9999,1,9999,2,9999,0,9999,0,9999,0,128,5,1,9999,10,256,10,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,32,10,0,9999,0,20,System.Byte[]
