ID,regionType,category,padding1,dummyPoly1,dummyPoly2,radius,angle,depth,width,height,baseHeightOffset,angleCheckType,padding2,allowAngle,spotDummyPoly,textBoxType,padding3,padding5,isInvalidForRide,isGrayoutForRide,isInvalidForCrouching,isGrayoutForCrouching,padding4,textId,invalidFlag,grayoutFlag,overrideActionButtonIdForRide,execInvalidTime,padding6
7877,0,2,System.Byte[],-1,-1,3.8,180,0,0,2.5,-1,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,2827,0,0,-1,0,System.Byte[]
7878,0,2,System.Byte[],-1,-1,3.8,180,0,0,2.5,-1,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,2828,0,0,-1,0,System.Byte[]
8000,1,5,System.Byte[],100,-1,0,180,1.1,0.7,1,-0.25,0,System.Byte[],60,-1,0,System.Byte[],0,0,1,0,1,0,3100,201,0,-1,3,System.Byte[]
8100,0,5,System.Byte[],-1,-1,1.5,180,0,0,1,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,3100,0,0,-1,3,System.Byte[]
8200,0,5,System.Byte[],-1,-1,1.5,180,0,0,1,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,3000,0,0,-1,3,System.Byte[]
8300,0,5,System.Byte[],190,-1,1.5,90,0,0,2,-0.8,0,System.Byte[],180,193,0,System.Byte[],0,0,1,0,1,0,3000,0,0,-1,3,System.Byte[]
8301,0,5,System.Byte[],192,-1,1.5,90,0,0,2,-0.8,0,System.Byte[],180,193,0,System.Byte[],0,0,1,0,1,0,3000,0,0,-1,3,System.Byte[]
8302,0,5,System.Byte[],102,-1,1.5,90,0,0,1,-1,0,System.Byte[],60,104,0,System.Byte[],0,0,1,0,1,0,3000,0,0,-1,3,System.Byte[]
8310,0,5,System.Byte[],190,-1,1.5,90,0,0,2,-0.8,0,System.Byte[],90,191,0,System.Byte[],0,0,1,0,1,0,3000,0,0,-1,3,System.Byte[]
8320,0,5,System.Byte[],192,-1,1.5,90,0,0,2,-0.8,0,System.Byte[],60,191,0,System.Byte[],0,0,1,0,1,0,3000,0,0,-1,3,System.Byte[]
8400,0,5,System.Byte[],190,-1,1.5,90,0,0,2,-0.8,0,System.Byte[],180,193,0,System.Byte[],0,0,1,0,1,0,3000,201,0,-1,3,System.Byte[]
8401,0,5,System.Byte[],192,-1,1.5,90,0,0,2,-0.8,0,System.Byte[],180,193,0,System.Byte[],0,0,1,0,1,0,3000,201,0,-1,3,System.Byte[]
8402,0,5,System.Byte[],102,-1,1.5,90,0,0,1.5,-1.5,0,System.Byte[],60,104,0,System.Byte[],0,0,1,0,1,0,3000,201,0,-1,3,System.Byte[]
8403,0,5,System.Byte[],102,-1,1.5,90,0,0,1.5,-1.5,0,System.Byte[],60,104,0,System.Byte[],0,0,1,0,1,0,3010,201,0,-1,3,System.Byte[]
8420,0,5,System.Byte[],192,-1,1.5,90,0,0,2,-0.8,0,System.Byte[],60,191,0,System.Byte[],0,0,1,0,1,0,3000,201,0,-1,3,System.Byte[]
8501,0,5,System.Byte[],192,-1,1.5,90,0,0,2,-0.8,0,System.Byte[],180,193,0,System.Byte[],0,0,1,0,1,0,3000,6001,0,-1,3,System.Byte[]
8920,0,5,System.Byte[],101,-1,1.2,90,0,0,1,-0.25,0,System.Byte[],90,-1,0,System.Byte[],0,0,1,0,1,0,3100,0,0,-1,3,System.Byte[]
9000,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9051,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9051,0,0,-1,3,System.Byte[]
9052,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9052,0,0,-1,3,System.Byte[]
9053,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9053,0,0,-1,3,System.Byte[]
9054,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9054,0,0,-1,3,System.Byte[]
9055,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9055,0,0,-1,3,System.Byte[]
9056,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9056,0,0,-1,3,System.Byte[]
9057,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9057,0,0,-1,3,System.Byte[]
9058,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9058,0,0,-1,3,System.Byte[]
9059,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9059,0,0,-1,3,System.Byte[]
9060,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9060,0,0,-1,3,System.Byte[]
9061,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9061,0,0,-1,3,System.Byte[]
9070,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9070,0,0,-1,3,System.Byte[]
9071,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9071,0,0,-1,3,System.Byte[]
9080,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9080,0,0,-1,3,System.Byte[]
9081,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9081,0,0,-1,3,System.Byte[]
9082,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9082,0,0,-1,3,System.Byte[]
9083,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9083,0,0,-1,3,System.Byte[]
9084,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9084,0,0,-1,3,System.Byte[]
9085,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9085,0,0,-1,3,System.Byte[]
9100,0,5,System.Byte[],-1,-1,1.5,180,0,0,5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9100,0,0,-1,3,System.Byte[]
9110,0,5,System.Byte[],-1,-1,1.5,180,0,0,5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9120,1,5,System.Byte[],100,-1,0,180,1.1,0.7,1,-0.25,0,System.Byte[],60,-1,0,System.Byte[],0,0,1,0,1,0,3100,0,0,-1,3,System.Byte[]
9140,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9190,0,5,System.Byte[],101,-1,1.5,180,0,0,5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9200,0,5,System.Byte[],194,-1,1.5,90,0,0,5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,3310,0,0,-1,3,System.Byte[]
9210,0,5,System.Byte[],100,-1,1.5,90,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9210,0,0,-1,3,System.Byte[]
9220,0,5,System.Byte[],191,-1,1,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9230,0,5,System.Byte[],100,-1,1.5,180,0,0,1.5,-0.5,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,201,0,-1,3,System.Byte[]
9240,0,5,System.Byte[],-1,-1,3,180,0,0,1.5,-0.5,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9240,0,0,-1,3,System.Byte[]
9250,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.5,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9250,0,0,-1,3,System.Byte[]
9260,0,5,System.Byte[],-1,-1,1.8,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9270,0,5,System.Byte[],101,-1,1.8,45,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9270,0,0,-1,3,System.Byte[]
9280,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.5,1,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,201,0,-1,3,System.Byte[]
9290,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9290,0,0,-1,3,System.Byte[]
9300,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,1,0,1000,0,0,-1,3,System.Byte[]
9310,0,5,System.Byte[],-1,-1,2,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9310,0,0,-1,3,System.Byte[]
9320,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9320,0,0,-1,3,System.Byte[]
9330,0,5,System.Byte[],200,-1,1,90,0,0,3,-1.5,1,System.Byte[],60,-1,0,System.Byte[],0,0,0,0,0,0,9330,0,0,-1,3,System.Byte[]
9500,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9500,0,0,-1,3,System.Byte[]
9501,1,5,System.Byte[],101,-1,0,180,1.5,1.5,1,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9501,0,0,-1,3,System.Byte[]
9503,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9503,0,0,-1,3,System.Byte[]
9504,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9506,1,5,System.Byte[],101,-1,0,180,1.5,1.5,1,-0.25,1,System.Byte[],90,-1,0,System.Byte[],0,0,1,0,1,0,9506,0,0,-1,-1,System.Byte[]
9519,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9520,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,1,0,9520,0,0,-1,3,System.Byte[]
9521,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9521,0,0,-1,3,System.Byte[]
9522,1,5,System.Byte[],-1,-1,0,180,2.5,2,1.5,-0.5,1,System.Byte[],90,-1,0,System.Byte[],0,0,1,0,1,0,9522,0,0,-1,3,System.Byte[]
9523,0,5,System.Byte[],191,-1,1,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9524,0,5,System.Byte[],201,-1,2,80,0,0,2,-1.5,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9524,0,0,-1,1,System.Byte[]
9525,0,5,System.Byte[],201,-1,3.5,180,0,0,1.5,0,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9525,0,0,-1,1,System.Byte[]
9526,0,5,System.Byte[],100,-1,2,180,0,0,2,-1,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9526,0,0,-1,1,System.Byte[]
9527,0,5,System.Byte[],-1,-1,2,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,201,0,-1,3,System.Byte[]
9528,0,5,System.Byte[],-1,-1,2,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9528,0,0,-1,3,System.Byte[]
9529,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9529,0,0,-1,3,System.Byte[]
9530,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9530,0,0,-1,3,System.Byte[]
9531,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9532,0,5,System.Byte[],200,-1,1.5,90,0,0,2,-0.25,0,System.Byte[],180,200,0,System.Byte[],0,0,1,0,1,0,2010,0,0,-1,3,System.Byte[]
9533,0,5,System.Byte[],200,-1,1.5,90,0,0,3,-3,0,System.Byte[],180,90,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9540,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.75,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,9540,0,0,-1,3,System.Byte[]
9541,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.75,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,9541,0,0,-1,3,System.Byte[]
9542,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.75,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,9542,0,0,-1,3,System.Byte[]
9543,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.75,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,9543,0,0,-1,3,System.Byte[]
9544,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.75,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,9544,0,0,-1,3,System.Byte[]
9545,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.75,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,9545,0,0,-1,3,System.Byte[]
9546,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.75,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,9546,0,0,-1,3,System.Byte[]
9547,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.75,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,9547,0,0,-1,3,System.Byte[]
9550,0,5,System.Byte[],-1,-1,1,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9600,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9600,201,0,-1,3,System.Byte[]
9610,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9610,201,0,-1,3,System.Byte[]
9620,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9620,201,0,-1,3,System.Byte[]
9630,0,5,System.Byte[],-1,-1,2,90,0,0,5,-3,0,System.Byte[],90,-1,0,System.Byte[],0,0,1,0,1,0,9630,201,0,-1,3,System.Byte[]
9640,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9640,201,0,-1,3,System.Byte[]
9650,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9650,201,0,-1,3,System.Byte[]
9660,0,5,System.Byte[],-1,-1,8,180,0,0,2,-0.5,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9660,201,0,-1,3,System.Byte[]
9700,0,4,System.Byte[],-1,-1,3.8,180,0,0,2,-0.5,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9700,201,0,-1,3,System.Byte[]
9701,0,5,System.Byte[],-1,-1,3.8,180,0,0,2,-0.5,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9701,201,0,-1,3,System.Byte[]
9710,1,5,System.Byte[],110,111,0,180,4.6,2,2,-0.5,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9710,201,0,-1,3,System.Byte[]
9711,1,5,System.Byte[],110,111,0,180,6,8,2,-0.5,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9710,201,0,-1,3,System.Byte[]
9720,0,5,System.Byte[],-1,-1,1.5,180,0,0,4.5,-2,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9720,201,0,-1,3,System.Byte[]
9721,0,5,System.Byte[],-1,-1,1.5,180,0,0,4.5,-2,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9721,201,0,-1,3,System.Byte[]
9730,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9730,201,0,-1,3,System.Byte[]
9740,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9740,201,0,-1,3,System.Byte[]
9750,0,5,System.Byte[],-1,-1,1.5,180,0,0,1.5,-0.25,0,System.Byte[],180,-1,0,System.Byte[],0,0,1,0,1,0,9750,201,0,-1,3,System.Byte[]
9980,0,5,System.Byte[],-1,-1,1.5,90,0,0,0.5,-0.25,0,System.Byte[],45,-1,0,System.Byte[],0,0,1,0,1,0,1000,0,0,-1,3,System.Byte[]
9999,0,5,System.Byte[],-1,-1,5,180,0,0,1.5,-0.25,0,System.Byte[],90,-1,0,System.Byte[],0,0,1,0,1,0,1000,6001,0,-1,3,System.Byte[]
10000,1,5,System.Byte[],101,-1,0,180,1.5,1.5,1,-0.25,1,System.Byte[],90,-1,0,System.Byte[],0,0,1,0,1,0,3200,0,0,-1,-1,System.Byte[]
10001,1,5,System.Byte[],101,-1,0,180,1.5,1.5,1,-0.25,1,System.Byte[],90,-1,0,System.Byte[],0,0,1,0,1,0,3200,0,0,-1,-1,System.Byte[]
10010,1,5,System.Byte[],101,-1,0,180,1.5,1.5,2,-0.25,1,System.Byte[],90,-1,0,System.Byte[],0,0,1,0,1,0,3200,0,0,-1,-1,System.Byte[]
30000,2,14,System.Byte[],203,204,2,0,0,0,0,0,0,System.Byte[],0,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
32270,0,14,System.Byte[],255,-1,4,180,0,0,2,-1.5,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
33180,2,14,System.Byte[],242,243,1.5,0,0,0,0,0,0,System.Byte[],0,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
33181,2,14,System.Byte[],242,247,2,0,0,0,0,0,0,System.Byte[],0,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
33950,2,14,System.Byte[],905,906,2,0,0,0,0,0,0,System.Byte[],0,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
34220,2,14,System.Byte[],242,841,3,0,0,0,0,0,0,System.Byte[],0,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
34280,2,14,System.Byte[],242,11,2,0,0,0,0,0,0,System.Byte[],0,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
34420,2,14,System.Byte[],242,814,3,0,0,0,0,0,0,System.Byte[],0,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
34490,2,14,System.Byte[],179,247,2,0,0,0,0,0,0,System.Byte[],0,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
34500,0,14,System.Byte[],240,-1,10,180,0,0,5,-3,0,System.Byte[],180,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
34550,2,14,System.Byte[],242,240,2,0,0,0,0,0,0,System.Byte[],0,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
34560,2,14,System.Byte[],179,90,3,0,0,0,4,0,0,System.Byte[],0,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
34630,2,14,System.Byte[],201,205,4.5,0,0,0,0,0,0,System.Byte[],0,-1,0,System.Byte[],0,0,0,0,0,0,30000,0,0,-1,3,System.Byte[]
