ID,textureId,dmypolyId,pitchAngle,yawAngle,nearDistance,farDistance,nearSize,farSize,maskSpeffectId,pad_10,replaceTextureId_byMaterial,dmypolyCategory,pad_05,useDeferredDecal,usePaintDecal,bloodTypeEnable,bUseNormal,pad_08,pad_09,usePom,useEmissive,putVertical,randomSizeMin,randomSizeMax,randomRollMin,randomRollMax,randomPitchMin,randomPitchMax,randomYawMin,randomYawMax,pomHightScale,pomSampleMin,pomSampleMax,blendMode,appearDirType,emissiveValueBegin,emissiveValueEnd,emissiveTime,bIntpEnable,pad_01,intpIntervalDist,beginIntpTextureId,endIntpTextureId,appearSfxId,appearSfxOffsetPos,maskTextureId,diffuseTextureId,reflecTextureId,maskScale,normalTextureId,heightTextureId,emissiveTextureId,diffuseColorR,diffuseColorG,diffuseColorB,pad_03,reflecColorR,reflecColorG,reflecColorB,bLifeEnable,siniScale,lifeTimeSec,fadeOutTimeSec,priority,bDistThinOutEnable,bAlignedTexRandomVariationEnable,distThinOutCheckDist,distThinOutCheckAngleDeg,distThinOutMaxNum,distThinOutCheckNum,delayAppearFrame,randVaria_Diffuse,randVaria_Mask,randVaria_Reflec,pad_12,randVaria_Normal,randVaria_Height,randVaria_Emissive,pad_11,fadeInTimeSec,thinOutOverlapMultiRadius,thinOutNeighborAddRadius,thinOutOverlapLimitNum,thinOutNeighborLimitNum,thinOutMode,emissiveColorR,emissiveColorG,emissiveColorB,maxDecalSfxCreatableSlopeAngleDeg,pad_02
442203,100000,-1,-90,0,-2.5,3,3,3,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,100,120,-180,180,0,0,0,0,1,8,64,1,0,1.5,0,15,0,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,1,5421500,-1,-1,220,202,190,System.Byte[],220,202,190,1,1,5,2,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0.125,1.5,3,10,10,1,255,255,255,-1,System.Byte[]
442204,100000,-1,0,0,-2.5,10,2,2,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,50,100,-180,180,-60,-75,-20,20,1,8,64,1,0,1.5,0,15,0,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,1,5421500,-1,-1,220,202,190,System.Byte[],220,202,190,1,1,5,2,0,1,0,1,10,2,5,0,0,3,0,0,0,0,0,0,0.125,2,3,10,10,1,255,255,255,-1,System.Byte[]
442600,-1,-1,0,0,-1.25,5,2.5,3.75,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,180,-180,180,-10,10,-10,10,1,8,64,1,1,10,0,6,0,System.Byte[],0.01,-1,-1,642604,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,15,3,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,1,1,10,5,50,1,255,255,255,-1,System.Byte[]
442601,700000,-1,0,0,-1.25,5,2,3,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,180,-180,180,-10,10,-10,10,1,8,64,1,1,10,0,6,0,System.Byte[],0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,System.Byte[],158,207,255,1,1,15,3,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,1,1,10,5,50,1,255,255,255,-1,System.Byte[]
442701,700000,-1,0,0,-1.25,5,2,3,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,180,-180,180,-10,10,-10,10,1,8,64,1,1,10,0,6,0,System.Byte[],0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,System.Byte[],158,207,255,1,1,15,3,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,1,1,10,5,50,1,255,255,255,-1,System.Byte[]
442800,100010,-1,0,0,-2,3,5,10,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,150,160,-180,180,-5,5,-5,5,1,8,64,1,1,0,0,0,0,System.Byte[],0.05,-1,-1,-1,0,100010,210000,100000,1,5421500,-1,-1,72,97,86,System.Byte[],72,97,86,1,1,60,10,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
443000,-1,-1,-90,0,-0.5,0.5,1.2,1.2,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,135,-180,180,0,0,0,0,1,8,64,1,1,12,1.5,10,0,System.Byte[],0.05,-1,-1,-1,0,-1,40000,-1,0.5,5421500,-1,-1,220,220,220,System.Byte[],0,0,0,1,0,8,4,0,1,0,1,10,2,5,0,3,0,0,0,0,0,0,0,0.5,0.65,0.25,3,5,1,255,255,255,-1,System.Byte[]
443400,100000,-1,-90,-90,-3,1,1.5,3,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,100,0,180,0,0,0,0,1,8,64,1,1,1.5,0,15,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.4,5421500,-1,-1,155,125,85,System.Byte[],255,255,255,1,0.6,30,0.5,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0.25,1,10,5,10,0,255,255,255,-1,System.Byte[]
443800,100000,-1,-90,-90,-3,1,3,6,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,100,0,180,0,0,0,0,1,8,64,1,1,1.5,0,15,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.5,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,6,2,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
443801,100000,-1,-90,-90,-3,1,5,10,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,100,0,180,0,0,0,0,1,8,64,1,1,1.5,0,15,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.5,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,6,2,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
443802,100000,-1,-90,-90,-3,1,7,14,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,100,0,180,0,0,0,0,1,8,64,1,1,1.5,0,15,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.5,-1,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,6,2,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
443803,100000,-1,-90,-90,-1.5,5,2,10,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,100,-180,180,-45,45,-45,45,1,8,64,1,1,1.5,0,15,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.5,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,6,2,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0.1,0.5,3,25,50,0,255,255,255,-1,System.Byte[]
443810,100000,-1,-90,-90,-3,1,1,3,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,100,0,180,-20,20,-20,20,1,8,64,1,1,1.5,0,15,0,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.5,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,4,2,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0.1,0.5,3,25,50,1,255,255,255,-1,System.Byte[]
443812,100000,-1,-90,-90,-3,1,3,6,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,100,0,180,0,0,0,0,1,8,64,1,1,1.5,0,15,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.5,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,6,2,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
443850,100010,-1,0,0,-1,5,3,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,130,160,-20,40,-10,10,-10,10,1,8,64,1,1,0,0,0,0,System.Byte[],0.05,-1,-1,-1,0,100010,210000,100000,0.75,100000,-1,-1,64,26,16,System.Byte[],64,26,16,1,1,60,10,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
445000,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,180,-180,180,-15,15,-15,15,1,8,64,1,1,10,0,5,0,System.Byte[],0.01,-1,-1,645007,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,1,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
445002,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,180,-180,180,-15,15,-15,15,1,8,64,1,1,10,0,5,0,System.Byte[],0.01,-1,-1,644987,0,30000,100000,100000,1,100000,-1,5200540,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,1,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
445004,700000,-1,0,0,-5,10,3,5.5,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,180,-180,180,-15,15,-15,15,1,8,64,1,1,5,0,2,0,System.Byte[],0.01,-1,-1,644997,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,System.Byte[],158,207,255,1,1,10,3,-1,1,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
445006,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,180,-180,180,-15,15,-15,15,1,8,64,1,1,5,0,5,0,System.Byte[],0.01,-1,-1,644967,0,30000,100000,100000,1,100000,-1,5200550,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,1,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
445100,-1,-1,0,0,-5,20,15,22.5,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,180,-180,180,-45,45,-45,45,1,8,64,1,1,10,0,6,0,System.Byte[],0.01,-1,-1,870042,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,15,3,-1,1,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.03,-9,0,1,1,255,255,255,30,System.Byte[]
445101,-1,-1,0,0,-5,20,10,15,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,180,-180,180,-45,45,-45,45,1,8,64,1,1,10,0,6,0,System.Byte[],0.01,-1,-1,870042,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,15,3,-1,1,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.03,-9,0,1,1,255,255,255,30,System.Byte[]
445700,100010,-1,0,0,-2,3,2,8,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,130,160,-20,40,-10,10,-10,10,1,8,64,2,1,0,0,0,0,System.Byte[],0.05,-1,-1,-1,0,100010,210000,100000,1,100000,-1,-1,255,128,213,System.Byte[],255,128,213,1,1,60,10,0,1,0,1,10,2,5,0,0,3,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
445800,100010,-1,0,0,-2,3,2,8,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,130,160,-20,40,-10,10,-10,10,1,8,64,2,1,0,0,0,0,System.Byte[],0.05,-1,-1,-1,0,100010,210000,100000,1,100000,-1,-1,255,128,213,System.Byte[],255,128,213,1,1,60,10,0,1,0,1,60,2,5,0,0,3,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
446000,-1,-1,0,0,-1.25,5,24,36,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,4,0,System.Byte[],0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,5200540,0,0,0,System.Byte[],0,0,0,1,0,15,3,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,1,1,10,5,50,1,255,255,255,-1,System.Byte[]
446400,-1,-1,0,0,-1,2,1.5,1.5,-1,0,0,0,0,1,1,0,0,0,0,0,1,1,100,180,-180,180,-10,10,-10,10,1,8,64,1,1,10,0,6,0,System.Byte[],0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,800020,0,0,0,System.Byte[],0,0,0,1,0,15,3,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
446600,100000,-1,0,0,-2,4,2,6,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,180,-180,180,-20,20,-20,20,1,8,64,1,1,2.5,0.15,0.75,0,System.Byte[],0.01,-1,-1,-1,0,100010,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,3,3,0,1,0,1,10,2,5,0,0,3,0,0,0,0,0,0,0,0.25,5,3,3,0,255,255,255,-1,System.Byte[]
446601,100000,-1,0,0,-2,4,5,11,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,120,-180,180,-10,10,-10,10,1,8,64,1,1,2.5,0.15,0.75,0,System.Byte[],0.01,-1,-1,-1,0,100010,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,3,3,0,1,0,1,10,2,5,0,0,3,0,0,0,0,0,0,0,0.25,5,3,3,0,255,255,255,-1,System.Byte[]
446602,5000010,-1,0,0,-0.4,0.4,9,11,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,System.Byte[],0.01,-1,-1,-1,0,-1,100000,-1,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,6,3,-1,1,0,20,0,2,5,0,0,0,0,0,0,0,0,0,0.1,0.5,1,10,50,1,255,255,255,-1,System.Byte[]
447500,5000010,-1,0,0,-0.4,0.4,6,6,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,System.Byte[],0.01,-1,-1,647555,0,-1,100000,-1,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,6,3,-1,1,0,20,0,2,5,0,0,0,0,0,0,0,0,0,0.1,1,1,5,5,1,255,255,255,-1,System.Byte[]
447501,5000010,-1,0,0,-0.4,0.4,20,20,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,System.Byte[],0.01,-1,-1,-1,0,-1,100000,-1,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,6,3,-1,0,0,20,0,2,5,0,0,0,0,0,0,0,0,0,0.1,1,1,5,5,1,255,255,255,-1,System.Byte[]
447502,-1,-1,0,0,-1,2,5,5,-1,0,0,0,0,1,1,0,0,0,0,0,1,1,100,180,-180,180,-10,10,-10,10,1,8,64,1,1,10,0,9,0,System.Byte[],0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,800020,0,0,0,System.Byte[],0,0,0,1,0,25,3,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
447600,-1,-1,0,0,-5,5,10,10,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,System.Byte[],0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,6,3,-1,1,0,20,0,2,5,0,0,0,0,0,0,0,0,0,0.1,1,1,5,5,1,255,255,255,-1,System.Byte[]
447601,-1,-1,0,0,-5,5,20,20,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,System.Byte[],0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,6,3,-1,1,0,20,0,2,5,0,0,0,0,0,0,0,0,0,0.1,1,1,5,5,1,255,255,255,-1,System.Byte[]
447602,-1,-1,0,0,-5,5,6,6,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,System.Byte[],0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,6,3,-1,1,0,20,0,2,5,0,0,0,0,0,0,0,0,0,0.1,1,1,5,5,1,255,255,255,-1,System.Byte[]
447603,-1,-1,0,0,-5,5,6,6,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,System.Byte[],0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,6,3,-1,1,0,20,0,2,5,0,0,0,0,0,0,0,0,0,0.1,1,1,5,5,1,255,255,255,-1,System.Byte[]
447604,-1,-1,0,0,-5,5,50,50,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,System.Byte[],0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,6,3,-1,1,0,20,0,2,5,0,0,0,0,0,0,0,0,0,0.1,1,1,5,5,1,255,255,255,-1,System.Byte[]
447605,-1,-1,0,0,-5,5,15,15,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,System.Byte[],0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,6,3,-1,1,0,20,0,2,5,0,0,0,0,0,0,0,0,0,0.1,1,1,5,5,1,255,255,255,-1,System.Byte[]
447606,-1,-1,0,0,-5,5,37.5,37.5,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,10,0,3,0,System.Byte[],0.01,-1,-1,-1,0,30000,100000,-1,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,6,3,-1,1,0,20,0,2,5,0,0,0,0,0,0,0,0,0,0.1,1,1,5,5,1,255,255,255,-1,System.Byte[]
448000,100000,-1,-90,0,-1,1,6,6,-1,0,0,0,0,1,0,1,0,0,0,0,1,0,80,180,-20,20,-10,10,-10,10,1,8,64,1,1,1.5,0,15,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,1,100000,-1,-1,40,1,2,System.Byte[],50,1,2,1,0.8,130,10,0,1,0,1,10,2,5,0,0,3,0,0,0,0,0,0,0.5,1,10,5,50,0,255,255,255,-1,System.Byte[]
449000,-1,-1,-90,0,-1,5,7,8,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,100,110,-180,180,0,0,0,0,0,8,8,1,0,0,0,0,0,System.Byte[],0.01,-1,-1,-1,0,100010,210000,9900000,1,5421500,-1,-1,40,15,15,System.Byte[],20,7,7,1,1,130,3,-1,1,1,1,10,2,5,0,0,0,0,0,0,0,0,0,0.1,1,1,5,5,1,255,255,255,65,System.Byte[]
449001,-1,-1,-90,0,-1,5,3.5,4,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,100,110,-180,180,0,0,0,0,0,8,8,1,0,0,0,0,0,System.Byte[],0.01,-1,-1,-1,0,100010,210000,9900000,1,5421500,-1,-1,40,15,15,System.Byte[],20,7,7,1,1,130,3,-1,1,1,1,10,2,5,0,0,0,0,0,0,0,0,0,0.1,1,1,5,5,1,255,255,255,65,System.Byte[]
471000,700000,-1,0,0,-2,3,3,3,-1,0,0,0,0,1,0,0,1,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,30,0,2,0,System.Byte[],0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,System.Byte[],158,207,255,1,1,2,1,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0.125,0.25,1,10,50,1,255,255,255,-1,System.Byte[]
471001,700000,-1,0,0,-2,3,6,6,-1,0,0,0,0,1,0,0,1,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,30,0,0.95,0,System.Byte[],0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,System.Byte[],158,207,255,1,1,0.95,1.35,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0.25,1,10,50,1,255,255,255,-1,System.Byte[]
471002,700000,-1,0,0,-2,3,4,4,-1,0,0,0,0,1,0,0,1,0,0,0,1,1,100,150,-180,180,0,0,0,0,1,8,64,1,1,30,0,2,0,System.Byte[],0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,System.Byte[],158,207,255,1,1,2,1,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0.125,0.5,-4,1,1,1,255,255,255,-1,System.Byte[]
471003,700000,-1,0,0,-2,3,13,13,-1,0,0,0,0,1,0,0,1,0,0,0,1,1,100,100,-180,180,0,0,0,0,1,8,64,1,1,30,0,5.5,0,System.Byte[],0.01,-1,-1,-1,0,-1,-1,9900030,1,700000,-1,-1,158,207,255,System.Byte[],158,207,255,1,1,5.5,1,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0.125,0.25,1,10,50,1,255,255,255,-1,System.Byte[]
610001,100000,-1,-90,-90,-2,1,7,7,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,100,100,-100,-80,0,0,0,0,1,8,64,1,1,0,0,0,1,System.Byte[],0.05,-1,-1,-1,0,100013,100000,100000,0.9,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,30,5,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
610002,100000,-1,-90,-90,-2,1,5,5,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,100,100,60,60,0,0,0,0,1,8,64,1,1,0,0,0,1,System.Byte[],0.05,-1,-1,-1,0,100011,100000,100000,0.9,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,30,5,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
610003,100000,-1,-90,-90,-2,1,5,5,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,100,100,-180,180,0,0,0,0,1,8,64,1,1,0,0,0,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,30,5,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
610004,-1,-1,0,0,0,3,1,1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,System.Byte[],0.05,-1,-1,-1,0,5500500,10,100000,0.9,5421500,-1,-1,37,3,3,System.Byte[],90,7,7,0,0.9,30,5,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
611520,100000,-1,0,-130,-4,3,5,5,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,30,5,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
611521,100000,-1,0,-110,-3,3,5,7,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,30,5,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
611522,100000,-1,-40,-120,-3,4,3,10,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,30,5,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
611523,100000,-1,100,-30,-4,4,4,7,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,30,5,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
611524,100000,-1,0,0,-4,3,5,5,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,30,5,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
611701,-1,-1,0,0,-5,50,15,55,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,0.1,0,1,0,System.Byte[],0.01,-1,-1,-1,0,30000,100000,100000,1,100000,-1,5100000,0,0,0,System.Byte[],0,0,0,0,0,10,3,-1,0,0,20,60,2,5,0,0,0,0,0,0,0,0,0,0.5,0.3,1,0,30,1,255,255,255,30,System.Byte[]
613001,100000,-1,0,0,-2,3,1,6,-1,0,0,0,0,1,0,1,1,0,0,0,0,1,100,100,-100,-80,0,0,0,0,1,8,64,1,0,0,0,0,1,System.Byte[],0.05,-1,-1,-1,0,100013,100000,100000,0.9,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,30,5,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
619000,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,180,-180,180,0,0,0,0,1,8,64,1,0,10,0,5,0,System.Byte[],0.01,-1,-1,645007,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,0,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
619001,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,180,-180,180,0,0,0,0,1,8,64,1,0,10,0,5,0,System.Byte[],0.01,-1,-1,645007,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,0,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
619002,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,180,-180,180,0,0,0,0,1,8,64,1,0,10,0,5,0,System.Byte[],0.01,-1,-1,645007,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,0,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
