ID,physicsAtkRate,magicAtkRate,fireAtkRate,thunderAtkRate,staminaAtkRate,saWeaponAtkRate,saDurabilityRate,correctStrengthRate,correctAgilityRate,correctMagicRate,correctFaithRate,physicsGuardCutRate,magicGuardCutRate,fireGuardCutRate,thunderGuardCutRate,poisonGuardResistRate,diseaseGuardResistRate,bloodGuardResistRate,curseGuardResistRate,staminaGuardDefRate,spEffectId1,spEffectId2,spEffectId3,residentSpEffectId1,residentSpEffectId2,residentSpEffectId3,materialSetId,maxReinforceLevel,darkAtkRate,darkGuardCutRate,correctLuckRate,freezeGuardDefRate,reinforcePriceRate,baseChangePriceRate,enableGemRank,pad2,sleepGuardDefRate,madnessGuardDefRate,baseAtkRate
413,1.166,1,1.166,1,2.04,1,1,2.64,1.046,1.416,1.416,0.95,0.95,1.13,0.95,0.95,0.95,0.95,0.95,1.104,0,0,0,0,0,0,13,13,1,0.95,1.416,0.95,3.4,1,0,System.Byte[],1,1,2.04
414,1.198,1,1.198,1,2.12,1,1,2.72,1.088,1.448,1.448,0.95,0.95,1.14,0.95,0.95,0.95,0.95,0.95,1.112,0,0,0,0,0,0,14,14,1,0.95,1.448,0.95,3.6,1,0,System.Byte[],1,1,2.12
415,1.23,1,1.23,1,2.2,1,1,2.8,1.13,1.48,1.48,0.95,0.95,1.15,0.95,0.95,0.95,0.95,0.95,1.12,0,0,0,0,0,0,15,15,1,0.95,1.48,0.95,3.8,1,0,System.Byte[],1,1,2.2
416,1.262,1,1.262,1,2.28,1,1,2.88,1.172,1.512,1.512,0.95,0.95,1.16,0.95,0.95,0.95,0.95,0.95,1.128,0,0,0,0,0,0,16,16,1,0.95,1.512,0.95,4,1,0,System.Byte[],1,1,2.28
417,1.294,1,1.294,1,2.36,1,1,2.96,1.214,1.544,1.544,0.95,0.95,1.17,0.95,0.95,0.95,0.95,0.95,1.136,0,0,0,0,0,0,17,17,1,0.95,1.544,0.95,4.2,1,0,System.Byte[],1,1,2.36
418,1.326,1,1.326,1,2.44,1,1,3.04,1.256,1.576,1.576,0.95,0.95,1.18,0.95,0.95,0.95,0.95,0.95,1.144,0,0,0,0,0,0,18,18,1,0.95,1.576,0.95,4.4,1,0,System.Byte[],1,1,2.44
419,1.358,1,1.358,1,2.52,1,1,3.12,1.298,1.608,1.608,0.95,0.95,1.19,0.95,0.95,0.95,0.95,0.95,1.152,0,0,0,0,0,0,19,19,1,0.95,1.608,0.95,4.6,1,0,System.Byte[],1,1,2.52
420,1.39,1,1.39,1,2.6,1,1,3.2,1.34,1.64,1.64,0.95,0.95,1.2,0.95,0.95,0.95,0.95,0.95,1.16,0,0,0,0,0,0,20,20,1,0.95,1.64,0.95,4.8,1,0,System.Byte[],1,1,2.6
421,1.422,1,1.422,1,2.68,1,1,3.28,1.382,1.672,1.672,0.95,0.95,1.21,0.95,0.95,0.95,0.95,0.95,1.168,0,0,0,0,0,0,21,21,1,0.95,1.672,0.95,5,1,0,System.Byte[],1,1,2.68
422,1.454,1,1.454,1,2.76,1,1,3.36,1.424,1.704,1.704,0.95,0.95,1.22,0.95,0.95,0.95,0.95,0.95,1.176,0,0,0,0,0,0,22,22,1,0.95,1.704,0.95,5.2,1,0,System.Byte[],1,1,2.76
423,1.486,1,1.486,1,2.84,1,1,3.44,1.466,1.736,1.736,0.95,0.95,1.23,0.95,0.95,0.95,0.95,0.95,1.184,0,0,0,0,0,0,23,23,1,0.95,1.736,0.95,5.4,1,0,System.Byte[],1,1,2.84
424,1.518,1,1.518,1,2.92,1,1,3.52,1.508,1.768,1.768,0.95,0.95,1.24,0.95,0.95,0.95,0.95,0.95,1.192,0,0,0,0,0,0,24,24,1,0.95,1.768,0.95,5.6,1,0,System.Byte[],1,1,2.92
425,1.55,1,1.55,1,3,1,1,3.6,1.55,1.8,1.8,0.95,0.95,1.25,0.95,0.95,0.95,0.95,0.95,1.2,0,0,0,0,0,0,25,25,1,0.95,1.8,0.95,5.8,1,0,System.Byte[],1,1,3
500,0.75,1,0.75,1,1,1,1,0.5,0.5,0.9,0.9,0.95,0.95,1,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,0,1,0.95,0.9,0.95,1,1,0,System.Byte[],1,1,1
501,0.782,1,0.782,1,1.08,1,1,0.552,0.552,0.964,0.964,0.95,0.95,1.01,0.95,0.95,0.95,0.95,0.95,1.008,0,0,0,0,0,0,1,1,1,0.95,0.964,0.95,1,1,0,System.Byte[],1,1,1.08
502,0.814,1,0.814,1,1.16,1,1,0.604,0.604,1.028,1.028,0.95,0.95,1.02,0.95,0.95,0.95,0.95,0.95,1.016,0,0,0,0,0,0,2,2,1,0.95,1.028,0.95,1.2,1,0,System.Byte[],1,1,1.16
503,0.846,1,0.846,1,1.24,1,1,0.656,0.656,1.092,1.092,0.95,0.95,1.03,0.95,0.95,0.95,0.95,0.95,1.024,0,0,0,0,0,0,3,3,1,0.95,1.092,0.95,1.4,1,0,System.Byte[],1,1,1.24
504,0.878,1,0.878,1,1.32,1,1,0.708,0.708,1.156,1.156,0.95,0.95,1.04,0.95,0.95,0.95,0.95,0.95,1.032,0,0,0,0,0,0,4,4,1,0.95,1.156,0.95,1.6,1,0,System.Byte[],1,1,1.32
505,0.91,1,0.91,1,1.4,1,1,0.76,0.76,1.22,1.22,0.95,0.95,1.05,0.95,0.95,0.95,0.95,0.95,1.04,0,0,0,0,0,0,5,5,1,0.95,1.22,0.95,1.8,1,0,System.Byte[],1,1,1.4
506,0.942,1,0.942,1,1.48,1,1,0.812,0.812,1.284,1.284,0.95,0.95,1.06,0.95,0.95,0.95,0.95,0.95,1.048,0,0,0,0,0,0,6,6,1,0.95,1.284,0.95,2,1,0,System.Byte[],1,1,1.48
507,0.974,1,0.974,1,1.56,1,1,0.864,0.864,1.348,1.348,0.95,0.95,1.07,0.95,0.95,0.95,0.95,0.95,1.056,0,0,0,0,0,0,7,7,1,0.95,1.348,0.95,2.2,1,0,System.Byte[],1,1,1.56
508,1.006,1,1.006,1,1.64,1,1,0.916,0.916,1.412,1.412,0.95,0.95,1.08,0.95,0.95,0.95,0.95,0.95,1.064,0,0,0,0,0,0,8,8,1,0.95,1.412,0.95,2.4,1,0,System.Byte[],1,1,1.64
509,1.038,1,1.038,1,1.72,1,1,0.968,0.968,1.476,1.476,0.95,0.95,1.09,0.95,0.95,0.95,0.95,0.95,1.072,0,0,0,0,0,0,9,9,1,0.95,1.476,0.95,2.6,1,0,System.Byte[],1,1,1.72
510,1.07,1,1.07,1,1.8,1,1,1.02,1.02,1.54,1.54,0.95,0.95,1.1,0.95,0.95,0.95,0.95,0.95,1.08,0,0,0,0,0,0,10,10,1,0.95,1.54,0.95,2.8,1,0,System.Byte[],1,1,1.8
511,1.102,1,1.102,1,1.88,1,1,1.072,1.072,1.604,1.604,0.95,0.95,1.11,0.95,0.95,0.95,0.95,0.95,1.088,0,0,0,0,0,0,11,11,1,0.95,1.604,0.95,3,1,0,System.Byte[],1,1,1.88
512,1.134,1,1.134,1,1.96,1,1,1.124,1.124,1.668,1.668,0.95,0.95,1.12,0.95,0.95,0.95,0.95,0.95,1.096,0,0,0,0,0,0,12,12,1,0.95,1.668,0.95,3.2,1,0,System.Byte[],1,1,1.96
513,1.166,1,1.166,1,2.04,1,1,1.176,1.176,1.732,1.732,0.95,0.95,1.13,0.95,0.95,0.95,0.95,0.95,1.104,0,0,0,0,0,0,13,13,1,0.95,1.732,0.95,3.4,1,0,System.Byte[],1,1,2.04
514,1.198,1,1.198,1,2.12,1,1,1.228,1.228,1.796,1.796,0.95,0.95,1.14,0.95,0.95,0.95,0.95,0.95,1.112,0,0,0,0,0,0,14,14,1,0.95,1.796,0.95,3.6,1,0,System.Byte[],1,1,2.12
515,1.23,1,1.23,1,2.2,1,1,1.28,1.28,1.86,1.86,0.95,0.95,1.15,0.95,0.95,0.95,0.95,0.95,1.12,0,0,0,0,0,0,15,15,1,0.95,1.86,0.95,3.8,1,0,System.Byte[],1,1,2.2
516,1.262,1,1.262,1,2.28,1,1,1.332,1.332,1.924,1.924,0.95,0.95,1.16,0.95,0.95,0.95,0.95,0.95,1.128,0,0,0,0,0,0,16,16,1,0.95,1.924,0.95,4,1,0,System.Byte[],1,1,2.28
517,1.294,1,1.294,1,2.36,1,1,1.384,1.384,1.988,1.988,0.95,0.95,1.17,0.95,0.95,0.95,0.95,0.95,1.136,0,0,0,0,0,0,17,17,1,0.95,1.988,0.95,4.2,1,0,System.Byte[],1,1,2.36
518,1.326,1,1.326,1,2.44,1,1,1.436,1.436,2.052,2.052,0.95,0.95,1.18,0.95,0.95,0.95,0.95,0.95,1.144,0,0,0,0,0,0,18,18,1,0.95,2.052,0.95,4.4,1,0,System.Byte[],1,1,2.44
519,1.358,1,1.358,1,2.52,1,1,1.488,1.488,2.116,2.116,0.95,0.95,1.19,0.95,0.95,0.95,0.95,0.95,1.152,0,0,0,0,0,0,19,19,1,0.95,2.116,0.95,4.6,1,0,System.Byte[],1,1,2.52
520,1.39,1,1.39,1,2.6,1,1,1.54,1.54,2.18,2.18,0.95,0.95,1.2,0.95,0.95,0.95,0.95,0.95,1.16,0,0,0,0,0,0,20,20,1,0.95,2.18,0.95,4.8,1,0,System.Byte[],1,1,2.6
521,1.422,1,1.422,1,2.68,1,1,1.592,1.592,2.244,2.244,0.95,0.95,1.21,0.95,0.95,0.95,0.95,0.95,1.168,0,0,0,0,0,0,21,21,1,0.95,2.244,0.95,5,1,0,System.Byte[],1,1,2.68
522,1.454,1,1.454,1,2.76,1,1,1.644,1.644,2.308,2.308,0.95,0.95,1.22,0.95,0.95,0.95,0.95,0.95,1.176,0,0,0,0,0,0,22,22,1,0.95,2.308,0.95,5.2,1,0,System.Byte[],1,1,2.76
523,1.486,1,1.486,1,2.84,1,1,1.696,1.696,2.372,2.372,0.95,0.95,1.23,0.95,0.95,0.95,0.95,0.95,1.184,0,0,0,0,0,0,23,23,1,0.95,2.372,0.95,5.4,1,0,System.Byte[],1,1,2.84
524,1.518,1,1.518,1,2.92,1,1,1.748,1.748,2.436,2.436,0.95,0.95,1.24,0.95,0.95,0.95,0.95,0.95,1.192,0,0,0,0,0,0,24,24,1,0.95,2.436,0.95,5.6,1,0,System.Byte[],1,1,2.92
525,1.55,1,1.55,1,3,1,1,1.8,1.8,2.5,2.5,0.95,0.95,1.25,0.95,0.95,0.95,0.95,0.95,1.2,0,0,0,0,0,0,25,25,1,0.95,2.5,0.95,5.8,1,0,System.Byte[],1,1,3
600,0.75,1,1,0.75,1,1,1,0.95,1.6,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,0,1,0.95,1,0.95,1,1,0,System.Byte[],1,1,1
601,0.782,1,1,0.782,1.08,1,1,0.962,1.7,1.032,1.032,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.008,0,0,0,0,0,0,1,1,1,0.95,1.032,0.95,1,1,0,System.Byte[],1,1,1.08
602,0.814,1,1,0.814,1.16,1,1,0.974,1.8,1.064,1.064,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.016,0,0,0,0,0,0,2,2,1,0.95,1.064,0.95,1.2,1,0,System.Byte[],1,1,1.16
603,0.846,1,1,0.846,1.24,1,1,0.986,1.9,1.096,1.096,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.024,0,0,0,0,0,0,3,3,1,0.95,1.096,0.95,1.4,1,0,System.Byte[],1,1,1.24
604,0.878,1,1,0.878,1.32,1,1,0.998,2,1.128,1.128,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.032,0,0,0,0,0,0,4,4,1,0.95,1.128,0.95,1.6,1,0,System.Byte[],1,1,1.32
605,0.91,1,1,0.91,1.4,1,1,1.01,2.1,1.16,1.16,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.04,0,0,0,0,0,0,5,5,1,0.95,1.16,0.95,1.8,1,0,System.Byte[],1,1,1.4
606,0.942,1,1,0.942,1.48,1,1,1.022,2.2,1.192,1.192,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.048,0,0,0,0,0,0,6,6,1,0.95,1.192,0.95,2,1,0,System.Byte[],1,1,1.48
607,0.974,1,1,0.974,1.56,1,1,1.034,2.3,1.224,1.224,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.056,0,0,0,0,0,0,7,7,1,0.95,1.224,0.95,2.2,1,0,System.Byte[],1,1,1.56
608,1.006,1,1,1.006,1.64,1,1,1.046,2.4,1.256,1.256,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.064,0,0,0,0,0,0,8,8,1,0.95,1.256,0.95,2.4,1,0,System.Byte[],1,1,1.64
609,1.038,1,1,1.038,1.72,1,1,1.058,2.5,1.288,1.288,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.072,0,0,0,0,0,0,9,9,1,0.95,1.288,0.95,2.6,1,0,System.Byte[],1,1,1.72
610,1.07,1,1,1.07,1.8,1,1,1.07,2.6,1.32,1.32,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.08,0,0,0,0,0,0,10,10,1,0.95,1.32,0.95,2.8,1,0,System.Byte[],1,1,1.8
611,1.102,1,1,1.102,1.88,1,1,1.082,2.7,1.352,1.352,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.088,0,0,0,0,0,0,11,11,1,0.95,1.352,0.95,3,1,0,System.Byte[],1,1,1.88
612,1.134,1,1,1.134,1.96,1,1,1.094,2.8,1.384,1.384,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.096,0,0,0,0,0,0,12,12,1,0.95,1.384,0.95,3.2,1,0,System.Byte[],1,1,1.96
613,1.166,1,1,1.166,2.04,1,1,1.106,2.9,1.416,1.416,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.104,0,0,0,0,0,0,13,13,1,0.95,1.416,0.95,3.4,1,0,System.Byte[],1,1,2.04
614,1.198,1,1,1.198,2.12,1,1,1.118,3,1.448,1.448,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.112,0,0,0,0,0,0,14,14,1,0.95,1.448,0.95,3.6,1,0,System.Byte[],1,1,2.12
615,1.23,1,1,1.23,2.2,1,1,1.13,3.1,1.48,1.48,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.12,0,0,0,0,0,0,15,15,1,0.95,1.48,0.95,3.8,1,0,System.Byte[],1,1,2.2
616,1.262,1,1,1.262,2.28,1,1,1.142,3.2,1.512,1.512,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.128,0,0,0,0,0,0,16,16,1,0.95,1.512,0.95,4,1,0,System.Byte[],1,1,2.28
617,1.294,1,1,1.294,2.36,1,1,1.154,3.3,1.544,1.544,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.136,0,0,0,0,0,0,17,17,1,0.95,1.544,0.95,4.2,1,0,System.Byte[],1,1,2.36
618,1.326,1,1,1.326,2.44,1,1,1.166,3.4,1.576,1.576,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.144,0,0,0,0,0,0,18,18,1,0.95,1.576,0.95,4.4,1,0,System.Byte[],1,1,2.44
619,1.358,1,1,1.358,2.52,1,1,1.178,3.5,1.608,1.608,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.152,0,0,0,0,0,0,19,19,1,0.95,1.608,0.95,4.6,1,0,System.Byte[],1,1,2.52
620,1.39,1,1,1.39,2.6,1,1,1.19,3.6,1.64,1.64,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.16,0,0,0,0,0,0,20,20,1,0.95,1.64,0.95,4.8,1,0,System.Byte[],1,1,2.6
621,1.422,1,1,1.422,2.68,1,1,1.202,3.7,1.672,1.672,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.168,0,0,0,0,0,0,21,21,1,0.95,1.672,0.95,5,1,0,System.Byte[],1,1,2.68
622,1.454,1,1,1.454,2.76,1,1,1.214,3.8,1.704,1.704,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.176,0,0,0,0,0,0,22,22,1,0.95,1.704,0.95,5.2,1,0,System.Byte[],1,1,2.76
623,1.486,1,1,1.486,2.84,1,1,1.226,3.9,1.736,1.736,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.184,0,0,0,0,0,0,23,23,1,0.95,1.736,0.95,5.4,1,0,System.Byte[],1,1,2.84
624,1.518,1,1,1.518,2.92,1,1,1.238,4,1.768,1.768,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.192,0,0,0,0,0,0,24,24,1,0.95,1.768,0.95,5.6,1,0,System.Byte[],1,1,2.92
625,1.55,1,1,1.55,3,1,1,1.25,4.1,1.8,1.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.2,0,0,0,0,0,0,25,25,1,0.95,1.8,0.95,5.8,1,0,System.Byte[],1,1,3
700,0.75,1,1,1,1,1,1,0.5,0.5,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,0,0.75,1,0.5,0.95,1,1,0,System.Byte[],1,1,1
701,0.794,1.08,1.08,1.08,1.08,1,1,0.552,0.552,0.964,0.964,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.008,0,0,0,0,0,0,1,1,0.794,1.01,0.552,0.95,1,1,0,System.Byte[],1,1,1.08
702,0.838,1.16,1.16,1.16,1.16,1,1,0.604,0.604,1.028,1.028,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.016,0,0,0,0,0,0,2,2,0.838,1.02,0.604,0.95,1.2,1,0,System.Byte[],1,1,1.16
703,0.882,1.24,1.24,1.24,1.24,1,1,0.656,0.656,1.092,1.092,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.024,0,0,0,0,0,0,3,3,0.882,1.03,0.656,0.95,1.4,1,0,System.Byte[],1,1,1.24
704,0.926,1.32,1.32,1.32,1.32,1,1,0.708,0.708,1.156,1.156,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.032,0,0,0,0,0,0,4,4,0.926,1.04,0.708,0.95,1.6,1,0,System.Byte[],1,1,1.32
705,0.97,1.4,1.4,1.4,1.4,1,1,0.76,0.76,1.22,1.22,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.04,0,0,0,0,0,0,5,5,0.97,1.05,0.76,0.95,1.8,1,0,System.Byte[],1,1,1.4
706,1.014,1.48,1.48,1.48,1.48,1,1,0.812,0.812,1.284,1.284,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.048,0,0,0,0,0,0,6,6,1.014,1.06,0.812,0.95,2,1,0,System.Byte[],1,1,1.48
707,1.058,1.56,1.56,1.56,1.56,1,1,0.864,0.864,1.348,1.348,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.056,0,0,0,0,0,0,7,7,1.058,1.07,0.864,0.95,2.2,1,0,System.Byte[],1,1,1.56
708,1.102,1.64,1.64,1.64,1.64,1,1,0.916,0.916,1.412,1.412,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.064,0,0,0,0,0,0,8,8,1.102,1.08,0.916,0.95,2.4,1,0,System.Byte[],1,1,1.64
709,1.146,1.72,1.72,1.72,1.72,1,1,0.968,0.968,1.476,1.476,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.072,0,0,0,0,0,0,9,9,1.146,1.09,0.968,0.95,2.6,1,0,System.Byte[],1,1,1.72
710,1.19,1.8,1.8,1.8,1.8,1,1,1.02,1.02,1.54,1.54,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.08,0,0,0,0,0,0,10,10,1.19,1.1,1.02,0.95,2.8,1,0,System.Byte[],1,1,1.8
711,1.234,1.88,1.88,1.88,1.88,1,1,1.072,1.072,1.604,1.604,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.088,0,0,0,0,0,0,11,11,1.234,1.11,1.072,0.95,3,1,0,System.Byte[],1,1,1.88
712,1.278,1.96,1.96,1.96,1.96,1,1,1.124,1.124,1.668,1.668,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.096,0,0,0,0,0,0,12,12,1.278,1.12,1.124,0.95,3.2,1,0,System.Byte[],1,1,1.96
713,1.322,2.04,2.04,2.04,2.04,1,1,1.176,1.176,1.732,1.732,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.104,0,0,0,0,0,0,13,13,1.322,1.13,1.176,0.95,3.4,1,0,System.Byte[],1,1,2.04
714,1.366,2.12,2.12,2.12,2.12,1,1,1.228,1.228,1.796,1.796,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.112,0,0,0,0,0,0,14,14,1.366,1.14,1.228,0.95,3.6,1,0,System.Byte[],1,1,2.12
715,1.41,2.2,2.2,2.2,2.2,1,1,1.28,1.28,1.86,1.86,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.12,0,0,0,0,0,0,15,15,1.41,1.15,1.28,0.95,3.8,1,0,System.Byte[],1,1,2.2
716,1.454,2.28,2.28,2.28,2.28,1,1,1.332,1.332,1.924,1.924,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.128,0,0,0,0,0,0,16,16,1.454,1.16,1.332,0.95,4,1,0,System.Byte[],1,1,2.28
717,1.498,2.36,2.36,2.36,2.36,1,1,1.384,1.384,1.988,1.988,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.136,0,0,0,0,0,0,17,17,1.498,1.17,1.384,0.95,4.2,1,0,System.Byte[],1,1,2.36
718,1.542,2.44,2.44,2.44,2.44,1,1,1.436,1.436,2.052,2.052,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.144,0,0,0,0,0,0,18,18,1.542,1.18,1.436,0.95,4.4,1,0,System.Byte[],1,1,2.44
719,1.586,2.52,2.52,2.52,2.52,1,1,1.488,1.488,2.116,2.116,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.152,0,0,0,0,0,0,19,19,1.586,1.19,1.488,0.95,4.6,1,0,System.Byte[],1,1,2.52
720,1.63,2.6,2.6,2.6,2.6,1,1,1.54,1.54,2.18,2.18,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.16,0,0,0,0,0,0,20,20,1.63,1.2,1.54,0.95,4.8,1,0,System.Byte[],1,1,2.6
721,1.674,2.68,2.68,2.68,2.68,1,1,1.592,1.592,2.244,2.244,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.168,0,0,0,0,0,0,21,21,1.674,1.21,1.592,0.95,5,1,0,System.Byte[],1,1,2.68
722,1.718,2.76,2.76,2.76,2.76,1,1,1.644,1.644,2.308,2.308,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.176,0,0,0,0,0,0,22,22,1.718,1.22,1.644,0.95,5.2,1,0,System.Byte[],1,1,2.76
723,1.762,2.84,2.84,2.84,2.84,1,1,1.696,1.696,2.372,2.372,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.184,0,0,0,0,0,0,23,23,1.762,1.23,1.696,0.95,5.4,1,0,System.Byte[],1,1,2.84
724,1.806,2.92,2.92,2.92,2.92,1,1,1.748,1.748,2.436,2.436,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.192,0,0,0,0,0,0,24,24,1.806,1.24,1.748,0.95,5.6,1,0,System.Byte[],1,1,2.92
725,1.85,3,3,3,3,1,1,1.8,1.8,2.5,2.5,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.2,0,0,0,0,0,0,25,25,1.85,1.25,1.8,0.95,5.8,1,0,System.Byte[],1,1,3
800,0.75,0.75,1,1,1,1,1,0.5,0.5,0.9,0.9,0.95,1,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,0,1,0.95,0.5,0.95,1,1,0,System.Byte[],1,1,1
801,0.782,0.782,1.08,1.08,1.08,1,1,0.552,0.552,0.964,0.964,0.95,1.01,0.95,0.95,0.95,0.95,0.95,0.95,1.008,0,0,0,1,0,0,1,1,1.08,0.95,0.552,0.95,1,1,0,System.Byte[],1,1,1.08
802,0.814,0.814,1.16,1.16,1.16,1,1,0.604,0.604,1.028,1.028,0.95,1.02,0.95,0.95,0.95,0.95,0.95,0.95,1.016,0,0,0,2,0,0,2,2,1.16,0.95,0.604,0.95,1.2,1,0,System.Byte[],1,1,1.16
803,0.846,0.846,1.24,1.24,1.24,1,1,0.656,0.656,1.092,1.092,0.95,1.03,0.95,0.95,0.95,0.95,0.95,0.95,1.024,0,0,0,3,0,0,3,3,1.24,0.95,0.656,0.95,1.4,1,0,System.Byte[],1,1,1.24
804,0.878,0.878,1.32,1.32,1.32,1,1,0.708,0.708,1.156,1.156,0.95,1.04,0.95,0.95,0.95,0.95,0.95,0.95,1.032,0,0,0,4,0,0,4,4,1.32,0.95,0.708,0.95,1.6,1,0,System.Byte[],1,1,1.32
805,0.91,0.91,1.4,1.4,1.4,1,1,0.76,0.76,1.22,1.22,0.95,1.05,0.95,0.95,0.95,0.95,0.95,0.95,1.04,0,0,0,5,0,0,5,5,1.4,0.95,0.76,0.95,1.8,1,0,System.Byte[],1,1,1.4
806,0.942,0.942,1.48,1.48,1.48,1,1,0.812,0.812,1.284,1.284,0.95,1.06,0.95,0.95,0.95,0.95,0.95,0.95,1.048,0,0,0,6,0,0,6,6,1.48,0.95,0.812,0.95,2,1,0,System.Byte[],1,1,1.48
807,0.974,0.974,1.56,1.56,1.56,1,1,0.864,0.864,1.348,1.348,0.95,1.07,0.95,0.95,0.95,0.95,0.95,0.95,1.056,0,0,0,7,0,0,7,7,1.56,0.95,0.864,0.95,2.2,1,0,System.Byte[],1,1,1.56
808,1.006,1.006,1.64,1.64,1.64,1,1,0.916,0.916,1.412,1.412,0.95,1.08,0.95,0.95,0.95,0.95,0.95,0.95,1.064,0,0,0,8,0,0,8,8,1.64,0.95,0.916,0.95,2.4,1,0,System.Byte[],1,1,1.64
809,1.038,1.038,1.72,1.72,1.72,1,1,0.968,0.968,1.476,1.476,0.95,1.09,0.95,0.95,0.95,0.95,0.95,0.95,1.072,0,0,0,9,0,0,9,9,1.72,0.95,0.968,0.95,2.6,1,0,System.Byte[],1,1,1.72
810,1.07,1.07,1.8,1.8,1.8,1,1,1.02,1.02,1.54,1.54,0.95,1.1,0.95,0.95,0.95,0.95,0.95,0.95,1.08,0,0,0,10,0,0,10,10,1.8,0.95,1.02,0.95,2.8,1,0,System.Byte[],1,1,1.8
811,1.102,1.102,1.88,1.88,1.88,1,1,1.072,1.072,1.604,1.604,0.95,1.11,0.95,0.95,0.95,0.95,0.95,0.95,1.088,0,0,0,1,0,0,11,11,1.88,0.95,1.072,0.95,3,1,0,System.Byte[],1,1,1.88
812,1.134,1.134,1.96,1.96,1.96,1,1,1.124,1.124,1.668,1.668,0.95,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1.096,0,0,0,2,0,0,12,12,1.96,0.95,1.124,0.95,3.2,1,0,System.Byte[],1,1,1.96
813,1.166,1.166,2.04,2.04,2.04,1,1,1.176,1.176,1.732,1.732,0.95,1.13,0.95,0.95,0.95,0.95,0.95,0.95,1.104,0,0,0,3,0,0,13,13,2.04,0.95,1.176,0.95,3.4,1,0,System.Byte[],1,1,2.04
814,1.198,1.198,2.12,2.12,2.12,1,1,1.228,1.228,1.796,1.796,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1.112,0,0,0,4,0,0,14,14,2.12,0.95,1.228,0.95,3.6,1,0,System.Byte[],1,1,2.12
